age,workclass,education_num,marital_status,capital_gain,capital_loss,hours_per_week,income_50k
32,Private,13,Never_married,0,0,40,No
47,Self_emp_not_inc,10,Divorced,0,0,40,No
36,Private,9,Never_married,0,0,40,No
17,Private,7,Never_married,0,0,5,No
29,Private,9,Divorced,0,0,30,No
36,Private,9,Divorced,0,0,40,No
20,Private,10,Never_married,0,0,35,No
61,Private,9,Widowed,0,0,24,No
28,Private,14,Divorced,0,0,40,No
27,State_gov,10,Never_married,0,0,80,No
29,Private,9,Never_married,0,0,38,No
43,State_gov,10,Divorced,0,0,40,No
41,Private,9,Never_married,2174,0,41,No
34,Private,4,Married_civ_spouse,0,0,40,No
69,Private,9,Widowed,1848,0,40,No
46,Private,13,Married_civ_spouse,0,0,40,No
42,Self_emp_not_inc,10,Married_civ_spouse,0,0,45,No
84,Private,4,Married_civ_spouse,0,0,10,No
25,State_gov,10,Never_married,0,0,20,No
34,Private,9,Married_civ_spouse,2885,0,80,No
21,Private,10,Never_married,0,0,40,No
27,Private,12,Never_married,3325,0,40,No
30,Private,9,Never_married,0,0,44,No
27,Private,9,Married_civ_spouse,0,0,40,No
24,Private,10,Never_married,0,0,40,No
50,Private,10,Divorced,0,0,36,No
38,State_gov,9,Divorced,0,0,40,No
44,Self_emp_not_inc,13,Married_civ_spouse,0,0,90,No
45,Private,13,Divorced,0,0,45,No
25,Private,10,Never_married,0,0,46,No
35,Private,5,Married_civ_spouse,0,0,40,No
53,Private,4,Married_civ_spouse,0,0,35,No
32,Self_emp_not_inc,9,Married_civ_spouse,4064,0,40,No
37,Private,9,Married_civ_spouse,0,0,68,No
58,Private,6,Never_married,0,0,40,No
43,Local_gov,10,Married_civ_spouse,0,0,40,No
19,Private,9,Never_married,0,0,40,No
41,Private,9,Divorced,0,0,40,No
40,Local_gov,9,Married_civ_spouse,3137,0,40,No
38,State_gov,13,Married_civ_spouse,0,0,52,No
40,Private,10,Never_married,0,0,50,No
55,Private,10,Married_civ_spouse,0,0,40,No
24,Private,9,Married_civ_spouse,0,0,40,No
49,Local_gov,9,Married_civ_spouse,0,0,40,No
48,Private,9,Married_civ_spouse,0,0,40,No
30,Private,13,Divorced,0,0,40,No
17,Private,7,Never_married,1055,0,20,No
29,Private,6,Never_married,0,0,32,No
58,Private,13,Married_civ_spouse,0,0,70,No
45,Private,11,Widowed,0,0,40,No
27,Private,10,Married_civ_spouse,0,0,40,No
27,Private,8,Never_married,0,0,45,No
31,Private,10,Married_civ_spouse,0,0,50,No
57,Private,8,Married_civ_spouse,0,0,40,No
28,Private,9,Married_civ_spouse,0,0,40,No
28,Private,14,Never_married,0,0,50,No
28,Private,3,Married_civ_spouse,0,0,40,No
49,Private,9,Married_civ_spouse,0,0,15,No
22,Private,13,Never_married,0,0,30,No
32,Private,11,Married_civ_spouse,0,0,45,No
40,Private,10,Never_married,0,0,50,No
62,Private,7,Divorced,0,0,40,No
20,Private,10,Never_married,0,0,30,No
61,Private,9,Married_civ_spouse,0,0,50,No
58,Local_gov,12,Widowed,0,0,40,No
53,Local_gov,9,Married_civ_spouse,0,0,48,No
25,Private,10,Married_civ_spouse,0,0,38,No
67,Private,2,Widowed,2062,0,34,No
35,Private,12,Divorced,0,0,50,No
34,Private,10,Divorced,0,0,34,No
23,Private,9,Divorced,0,0,30,No
46,Private,10,Married_civ_spouse,0,0,48,No
48,Self_emp_not_inc,10,Separated,0,0,50,No
17,Private,7,Never_married,0,0,12,No
21,Private,9,Never_married,0,0,44,No
26,Private,14,Married_civ_spouse,0,0,20,No
38,Private,3,Married_civ_spouse,0,0,75,No
70,Private,9,Married_civ_spouse,0,0,28,No
25,Private,9,Never_married,0,0,25,No
53,Self_emp_not_inc,8,Married_civ_spouse,0,0,45,No
21,Private,10,Never_married,0,0,30,No
51,Private,9,Married_civ_spouse,0,0,48,No
55,Private,9,Widowed,0,0,40,No
45,Private,10,Married_civ_spouse,0,0,40,No
33,Private,9,Never_married,0,0,40,No
34,State_gov,10,Divorced,0,0,38,No
28,Private,10,Never_married,0,0,40,No
42,Federal_gov,9,Separated,0,0,40,No
47,Private,10,Divorced,0,0,60,No
23,Private,10,Never_married,0,0,20,No
31,Private,9,Married_civ_spouse,0,0,40,No
47,Local_gov,9,Divorced,0,0,40,No
38,Private,9,Divorced,0,0,40,No
74,Private,10,Widowed,0,0,12,No
29,Private,9,Never_married,0,0,45,No
27,Private,9,Married_civ_spouse,0,0,40,No
42,Private,3,Married_spouse_absent,0,0,40,No
66,Private,10,Married_civ_spouse,0,0,40,No
33,Self_emp_not_inc,7,Divorced,0,0,7,No
17,Private,7,Never_married,0,0,12,No
25,Local_gov,9,Married_civ_spouse,0,0,38,No
50,Private,10,Divorced,0,0,40,No
47,Private,10,Married_civ_spouse,0,0,40,No
48,Local_gov,13,Married_civ_spouse,0,0,40,No
24,Federal_gov,13,Never_married,0,0,40,No
30,Private,9,Married_civ_spouse,0,0,40,No
31,State_gov,9,Divorced,0,0,40,No
23,Private,10,Never_married,0,0,40,No
34,Private,6,Married_civ_spouse,0,0,40,No
29,Private,12,Divorced,3418,0,40,No
27,Private,11,Separated,0,0,40,No
28,Private,10,Married_civ_spouse,0,0,40,No
24,Federal_gov,9,Never_married,0,0,40,No
55,Self_emp_not_inc,13,Married_civ_spouse,0,0,25,No
19,Private,10,Never_married,0,0,30,No
36,Private,13,Married_civ_spouse,0,0,40,No
73,Private,9,Widowed,0,0,32,No
28,Private,9,Never_married,0,0,40,No
59,Private,14,Divorced,0,0,50,No
46,Private,12,Never_married,0,0,40,No
17,Private,7,Never_married,0,0,15,No
55,Self_emp_not_inc,15,Divorced,0,0,35,No
42,Local_gov,14,Never_married,0,0,22,No
25,Private,9,Married_civ_spouse,0,0,30,No
40,Self_emp_inc,13,Married_civ_spouse,0,0,60,No
37,Self_emp_not_inc,13,Divorced,0,0,15,No
19,Private,10,Never_married,0,0,20,No
57,Private,9,Married_civ_spouse,0,0,40,No
25,Private,13,Never_married,0,0,44,No
75,Private,6,Widowed,0,0,1,No
33,Private,7,Married_civ_spouse,0,0,40,No
43,Private,9,Married_civ_spouse,0,0,40,No
18,Private,3,Never_married,0,0,40,No
43,Private,10,Married_civ_spouse,0,0,40,No
29,Private,6,Divorced,0,0,25,No
22,Private,10,Never_married,0,0,30,No
21,Private,10,Never_married,0,0,40,No
35,Private,9,Never_married,0,0,40,No
23,Private,12,Never_married,0,0,40,No
22,Private,9,Never_married,0,0,40,No
29,Private,13,Divorced,0,0,40,No
29,Self_emp_not_inc,12,Never_married,0,0,60,No
33,State_gov,13,Never_married,0,0,40,No
47,Private,9,Married_civ_spouse,5013,0,24,No
52,Private,10,Married_civ_spouse,0,0,60,No
19,Local_gov,9,Never_married,0,0,35,No
28,Private,10,Never_married,0,0,50,No
24,State_gov,4,Never_married,0,0,20,No
46,Private,9,Married_civ_spouse,0,0,40,No
18,Private,9,Never_married,0,1602,38,No
60,Self_emp_not_inc,9,Married_civ_spouse,0,0,50,No
19,Private,7,Never_married,0,0,25,No
50,Private,13,Divorced,0,0,45,No
50,State_gov,9,Widowed,0,0,40,No
36,Private,9,Married_civ_spouse,0,0,40,No
35,Private,9,Never_married,0,0,40,No
31,Private,9,Widowed,0,0,36,No
21,Private,9,Never_married,0,0,25,No
66,Private,9,Married_civ_spouse,0,0,15,No
21,Private,10,Never_married,0,0,70,No
22,Private,9,Never_married,0,0,40,No
29,Private,9,Married_civ_spouse,0,0,50,No
27,Private,4,Divorced,0,974,40,No
17,Private,6,Never_married,0,0,12,No
50,Private,9,Never_married,0,0,40,No
37,Private,13,Never_married,0,0,50,No
24,Private,9,Married_civ_spouse,0,0,40,No
33,Private,10,Divorced,0,0,40,No
45,Private,9,Never_married,0,0,40,No
64,Private,5,Married_civ_spouse,0,0,50,No
24,Private,9,Never_married,0,0,40,No
72,Private,7,Married_civ_spouse,0,0,40,No
53,Self_emp_not_inc,6,Married_civ_spouse,0,0,40,No
51,Private,9,Married_civ_spouse,0,0,40,No
50,Self_emp_not_inc,16,Married_civ_spouse,0,0,23,No
32,State_gov,9,Married_civ_spouse,0,0,40,No
44,Private,10,Divorced,0,0,40,No
59,Local_gov,9,Widowed,0,1504,19,No
38,Self_emp_not_inc,9,Married_civ_spouse,3411,0,25,No
37,Private,9,Never_married,0,0,37,No
37,Private,9,Never_married,0,0,60,No
21,Private,9,Never_married,0,0,13,No
56,Private,9,Never_married,0,0,40,No
59,Private,9,Widowed,0,0,40,No
39,Private,10,Married_civ_spouse,0,0,60,No
29,Private,13,Never_married,0,0,40,No
49,State_gov,15,Divorced,0,0,40,No
61,Local_gov,9,Married_civ_spouse,0,0,40,No
50,Self_emp_not_inc,12,Never_married,0,1408,5,No
47,Private,10,Divorced,0,0,40,No
23,Self_emp_not_inc,10,Divorced,0,0,40,No
20,Private,3,Never_married,0,0,30,No
32,Private,9,Never_married,0,0,40,No
27,Federal_gov,10,Never_married,0,0,40,No
19,Private,9,Never_married,0,0,40,No
22,Private,10,Never_married,0,0,30,No
22,Private,9,Never_married,0,0,40,No
34,Private,9,Divorced,0,0,44,No
24,Private,9,Never_married,0,0,30,No
40,Private,13,Divorced,0,0,40,No
27,Local_gov,13,Never_married,0,0,40,No
28,Private,11,Never_married,0,0,45,No
19,Private,10,Never_married,0,0,40,No
23,Private,10,Married_civ_spouse,0,0,24,No
22,Private,10,Divorced,0,0,48,No
60,Local_gov,9,Married_civ_spouse,0,0,40,No
28,Private,13,Married_civ_spouse,0,0,50,No
26,Private,10,Never_married,0,0,40,No
19,Private,10,Never_married,0,0,30,No
27,Private,11,Never_married,0,0,40,No
39,Local_gov,12,Never_married,0,0,48,No
21,Private,10,Never_married,0,0,60,No
42,Private,4,Married_spouse_absent,0,0,35,No
62,Private,9,Married_civ_spouse,2961,0,30,No
47,Private,6,Widowed,0,0,40,No
22,Private,10,Never_married,0,0,15,No
59,Private,9,Married_civ_spouse,0,0,45,No
24,Private,13,Never_married,0,0,40,No
32,Private,12,Never_married,0,0,50,No
21,Private,10,Never_married,0,0,20,No
34,Local_gov,13,Never_married,0,0,15,No
37,Private,10,Married_civ_spouse,0,0,40,No
28,Private,13,Never_married,0,0,40,No
34,Private,10,Never_married,0,0,40,No
47,State_gov,5,Divorced,0,0,40,No
45,State_gov,15,Divorced,0,0,43,No
70,Private,13,Divorced,0,0,7,No
30,Private,10,Never_married,0,0,52,No
28,Private,9,Never_married,0,0,40,No
45,Private,10,Married_civ_spouse,0,0,45,No
65,Private,9,Widowed,0,0,40,No
23,Private,10,Separated,0,0,40,No
42,Private,12,Married_civ_spouse,0,0,40,No
27,Private,6,Divorced,0,0,75,No
35,State_gov,9,Never_married,0,0,40,No
49,Private,13,Married_civ_spouse,0,0,40,No
32,Local_gov,10,Married_civ_spouse,0,0,40,No
54,Private,9,Separated,0,0,38,No
34,Private,9,Never_married,0,0,40,No
32,State_gov,14,Married_civ_spouse,0,0,50,No
31,Private,10,Divorced,0,0,48,No
27,Private,13,Never_married,0,0,40,No
19,Private,9,Never_married,0,0,40,No
19,Private,8,Never_married,0,0,52,No
42,Private,14,Divorced,0,0,25,No
44,Private,9,Never_married,0,0,40,No
58,Private,16,Never_married,0,0,8,No
25,Private,6,Separated,0,0,25,No
56,Private,13,Married_civ_spouse,4508,0,40,No
18,Private,7,Never_married,0,0,20,No
18,Self_emp_not_inc,9,Never_married,0,0,40,No
32,Private,11,Never_married,0,0,23,No
20,Private,10,Never_married,0,0,40,No
52,Private,13,Married_civ_spouse,0,0,40,No
29,Private,9,Divorced,0,0,40,No
44,Private,10,Separated,0,0,40,No
20,Private,9,Never_married,0,0,52,No
23,Private,13,Never_married,2907,0,40,No
24,Private,13,Never_married,0,0,40,No
19,Private,10,Never_married,0,0,30,No
59,Federal_gov,14,Never_married,0,0,40,No
36,Private,9,Divorced,0,0,40,No
47,Private,4,Married_civ_spouse,0,0,10,No
35,Private,9,Married_civ_spouse,0,0,65,No
54,Local_gov,9,Married_civ_spouse,0,0,40,No
36,State_gov,11,Married_civ_spouse,0,0,37,No
50,Private,11,Separated,0,0,40,No
23,Private,13,Never_married,0,0,35,No
70,Private,9,Widowed,2993,0,20,No
19,Private,10,Never_married,0,0,50,No
30,Private,10,Married_civ_spouse,0,1740,40,No
46,State_gov,13,Married_civ_spouse,0,0,38,No
24,Private,9,Never_married,0,1721,30,No
28,Local_gov,9,Separated,0,0,45,No
25,Private,13,Never_married,0,0,55,No
40,Private,9,Married_civ_spouse,2829,0,40,No
46,Private,9,Never_married,0,0,15,No
18,Private,10,Never_married,0,0,40,No
21,Private,10,Never_married,0,0,20,No
21,State_gov,10,Never_married,0,0,40,No
53,Self_emp_not_inc,10,Married_civ_spouse,0,0,30,No
22,Private,10,Never_married,0,0,40,No
32,Private,12,Never_married,0,0,46,No
20,Private,10,Never_married,2176,0,20,No
21,Private,9,Never_married,2176,0,40,No
45,Private,14,Divorced,0,0,40,No
75,Self_emp_not_inc,9,Married_civ_spouse,3456,0,40,No
31,Private,10,Never_married,2463,0,38,No
31,Private,9,Married_civ_spouse,0,0,45,No
40,Private,10,Married_civ_spouse,4386,0,50,No
36,Private,13,Divorced,0,0,40,No
64,Self_emp_not_inc,9,Married_civ_spouse,0,0,50,No
36,Local_gov,9,Divorced,0,0,40,No
49,Local_gov,9,Divorced,0,0,40,No
22,Private,10,Married_spouse_absent,0,0,39,No
39,Private,9,Married_civ_spouse,0,0,55,No
41,Private,10,Never_married,0,0,45,No
40,Local_gov,11,Divorced,0,0,40,No
49,Self_emp_inc,10,Married_civ_spouse,0,0,60,No
38,Local_gov,11,Married_civ_spouse,0,0,40,No
29,State_gov,10,Divorced,0,0,40,No
28,Private,13,Married_spouse_absent,0,0,10,No
46,State_gov,9,Never_married,0,0,40,No
55,Private,9,Separated,0,0,25,No
35,Private,7,Separated,0,0,20,No
33,Private,9,Divorced,0,0,40,No
50,Local_gov,6,Never_married,0,0,40,No
17,Private,6,Never_married,0,0,24,No
46,Private,12,Divorced,0,0,36,No
47,Private,9,Separated,0,0,52,No
43,Private,10,Married_civ_spouse,5013,0,40,No
44,Private,10,Married_spouse_absent,0,0,40,No
49,Private,4,Married_civ_spouse,0,0,40,No
62,Self_emp_not_inc,9,Married_civ_spouse,0,0,40,No
23,Private,13,Never_married,0,0,40,No
22,Private,9,Never_married,0,0,40,No
38,Private,9,Married_civ_spouse,0,0,60,No
65,Self_emp_not_inc,10,Widowed,0,0,45,No
41,Private,11,Never_married,0,0,45,No
23,Private,10,Married_civ_spouse,0,0,20,No
39,Private,9,Never_married,0,0,40,No
42,Private,14,Never_married,0,0,40,No
19,Private,9,Married_civ_spouse,0,0,20,No
54,Self_emp_not_inc,10,Married_civ_spouse,0,0,50,No
45,Self_emp_not_inc,10,Married_civ_spouse,0,0,40,No
28,Private,12,Married_civ_spouse,0,0,40,No
35,Private,9,Divorced,0,0,38,No
39,Private,9,Married_civ_spouse,0,0,40,No
61,Private,4,Married_spouse_absent,0,0,40,No
19,Private,9,Never_married,2176,0,45,No
28,Private,9,Never_married,0,0,30,No
26,Private,10,Married_civ_spouse,0,0,40,No
57,Private,12,Divorced,0,0,40,No
46,Private,12,Married_civ_spouse,0,1485,55,No
29,Private,10,Never_married,0,0,40,No
21,Private,9,Never_married,0,0,35,No
25,Private,11,Married_civ_spouse,0,0,41,No
51,Private,9,Divorced,0,0,40,No
62,Private,9,Widowed,0,0,24,No
20,Private,10,Never_married,0,0,20,No
31,Private,9,Married_civ_spouse,0,0,65,No
69,Private,13,Divorced,0,0,40,No
40,Private,9,Divorced,0,0,40,No
34,Self_emp_not_inc,9,Married_civ_spouse,0,0,50,No
22,Private,9,Married_civ_spouse,0,0,40,No
25,Private,9,Never_married,0,0,40,No
22,Private,10,Never_married,0,0,30,No
19,Private,10,Never_married,0,0,40,No
35,Private,10,Never_married,0,0,40,No
25,Private,10,Never_married,2597,0,48,No
33,Private,11,Never_married,0,0,45,No
24,Local_gov,7,Never_married,0,0,45,No
23,Federal_gov,12,Never_married,0,0,40,No
43,Private,13,Divorced,0,0,40,No
34,Private,9,Married_civ_spouse,0,0,30,No
35,Private,9,Divorced,0,0,40,No
28,Private,12,Married_civ_spouse,0,0,40,No
34,Private,9,Married_civ_spouse,0,0,45,No
31,Private,13,Never_married,0,0,40,No
22,Private,10,Never_married,0,0,40,No
66,Private,6,Widowed,0,0,11,No
19,Private,6,Never_married,0,0,35,No
17,Private,5,Never_married,0,0,26,No
56,Private,9,Married_civ_spouse,0,0,35,No
60,Local_gov,10,Married_civ_spouse,0,0,60,No
38,Self_emp_not_inc,10,Married_civ_spouse,0,0,40,No
22,Private,7,Separated,0,0,40,No
17,Private,6,Never_married,0,1602,12,No
37,Private,12,Never_married,0,0,40,No
28,Private,13,Never_married,0,0,20,No
31,Private,10,Never_married,0,0,40,No
28,Local_gov,13,Never_married,0,0,40,No
20,Private,10,Never_married,0,0,16,No
21,Private,10,Never_married,0,0,35,No
52,Self_emp_inc,13,Married_civ_spouse,0,0,55,No
35,Private,13,Never_married,0,0,40,No
42,Private,10,Married_civ_spouse,0,0,40,No
44,Private,13,Married_civ_spouse,0,0,55,No
48,Private,10,Separated,0,0,35,No
27,Private,9,Divorced,0,0,50,No
37,State_gov,12,Divorced,0,0,38,No
23,Private,13,Never_married,0,0,60,No
28,Private,9,Never_married,0,0,40,No
28,Private,13,Never_married,0,0,40,No
26,Private,10,Married_spouse_absent,0,0,35,No
28,Private,7,Never_married,0,0,50,No
31,Private,9,Divorced,0,0,40,No
21,Private,9,Never_married,0,0,40,No
33,State_gov,10,Never_married,0,0,40,No
52,Private,9,Divorced,0,0,45,No
32,Private,13,Married_civ_spouse,0,0,40,No
24,Private,10,Never_married,0,0,15,No
47,State_gov,9,Married_civ_spouse,0,0,40,No
28,Private,12,Never_married,0,0,40,No
25,Private,10,Never_married,0,0,60,No
25,Private,12,Never_married,0,0,80,No
43,Private,9,Divorced,0,0,35,No
45,Self_emp_not_inc,10,Married_civ_spouse,0,0,72,No
24,Private,13,Married_civ_spouse,0,0,44,No
62,Private,5,Married_civ_spouse,0,0,35,No
17,Private,7,Never_married,0,0,40,No
39,Federal_gov,13,Divorced,0,0,40,No
59,Private,4,Married_civ_spouse,0,0,40,No
33,Self_emp_not_inc,13,Married_civ_spouse,0,0,20,No
37,Private,4,Married_civ_spouse,0,0,40,No
47,Self_emp_not_inc,10,Divorced,0,0,40,No
38,Private,9,Divorced,0,0,40,No
17,Private,8,Never_married,0,0,6,No
45,Private,13,Divorced,0,0,40,No
45,Private,9,Divorced,0,1980,40,No
65,Private,10,Divorced,0,0,40,No
26,Private,9,Never_married,0,0,45,No
22,Private,10,Married_civ_spouse,0,0,44,No
45,Local_gov,9,Married_spouse_absent,0,0,40,No
20,Private,10,Never_married,0,0,38,No
47,Private,9,Married_civ_spouse,0,0,48,No
20,Private,10,Never_married,0,0,56,No
31,Private,13,Married_civ_spouse,0,0,40,No
26,Private,9,Married_civ_spouse,0,0,40,No
68,Private,9,Widowed,0,0,7,No
43,Private,9,Never_married,0,0,40,No
49,Private,10,Married_civ_spouse,0,0,40,No
22,Private,13,Never_married,0,0,20,No
34,Private,10,Divorced,0,0,40,No
35,Private,10,Never_married,0,0,40,No
30,Private,15,Widowed,0,0,35,No
25,Self_emp_inc,13,Never_married,0,0,50,No
43,Private,9,Divorced,0,0,35,No
23,Private,9,Never_married,0,0,40,No
61,Private,9,Widowed,0,0,40,No
22,State_gov,12,Never_married,0,0,15,No
26,Private,13,Never_married,0,0,40,No
58,Private,9,Divorced,0,0,25,No
49,Self_emp_not_inc,9,Married_civ_spouse,0,0,45,No
52,Self_emp_not_inc,9,Divorced,0,0,40,No
60,Private,4,Married_civ_spouse,0,0,40,No
55,State_gov,9,Divorced,0,1617,40,No
22,Private,13,Never_married,0,0,10,No
23,Private,10,Never_married,0,0,60,No
22,Private,10,Never_married,0,0,29,No
19,Private,9,Never_married,0,0,40,No
28,Private,9,Divorced,0,0,35,No
21,Private,10,Never_married,0,0,24,No
23,Private,10,Never_married,0,0,25,No
30,Private,9,Separated,0,0,40,No
36,Private,9,Divorced,0,0,40,No
37,Private,9,Never_married,0,0,40,No
43,State_gov,13,Never_married,0,0,40,No
32,Private,9,Never_married,0,0,60,No
25,Private,11,Never_married,0,0,60,No
61,Private,9,Married_civ_spouse,0,0,40,No
48,Private,3,Never_married,0,0,35,No
31,Private,13,Married_civ_spouse,0,0,40,No
31,Private,12,Divorced,0,0,44,No
47,Self_emp_not_inc,13,Married_civ_spouse,0,0,40,No
45,Private,9,Separated,0,0,40,No
26,Private,8,Never_married,0,0,40,No
47,Self_emp_inc,9,Married_civ_spouse,0,0,38,No
59,Private,6,Married_civ_spouse,0,0,50,No
34,Private,9,Separated,0,0,40,No
20,Federal_gov,10,Never_married,0,0,20,No
40,Private,9,Divorced,0,0,40,No
18,Private,10,Never_married,0,0,40,No
43,Private,13,Never_married,0,0,40,No
66,Private,4,Never_married,0,0,4,No
23,Private,10,Never_married,0,0,40,No
49,Self_emp_not_inc,9,Married_civ_spouse,0,0,40,No
28,State_gov,10,Never_married,0,0,50,No
59,Local_gov,10,Married_civ_spouse,0,0,40,No
28,Self_emp_not_inc,10,Never_married,0,0,50,No
38,Private,9,Divorced,0,0,40,No
57,Private,10,Divorced,0,0,40,No
19,Private,8,Never_married,0,0,40,No
18,Private,10,Never_married,0,0,15,No
19,Private,9,Never_married,0,0,20,No
37,Private,9,Divorced,0,0,40,No
33,Private,13,Married_civ_spouse,0,1579,42,No
35,State_gov,10,Divorced,0,0,15,No
20,Private,10,Never_married,0,0,18,No
39,Private,13,Divorced,0,0,60,No
22,Private,9,Never_married,2907,0,40,No
29,Private,9,Married_civ_spouse,0,0,55,No
46,Self_emp_not_inc,10,Separated,0,0,20,No
32,Private,7,Married_civ_spouse,0,0,40,No
17,Private,7,Never_married,0,0,8,No
20,Private,9,Never_married,0,0,28,No
21,Private,10,Never_married,0,0,20,No
23,State_gov,3,Never_married,0,0,35,No
27,Private,10,Never_married,0,0,40,No
27,Private,9,Never_married,0,0,40,No
28,Private,10,Never_married,0,0,40,No
45,Self_emp_not_inc,10,Married_civ_spouse,0,0,45,No
28,Local_gov,10,Married_civ_spouse,0,0,65,No
22,Private,9,Married_civ_spouse,0,0,40,No
30,State_gov,11,Married_civ_spouse,0,0,40,No
54,Local_gov,9,Widowed,0,0,40,No
25,Private,7,Married_spouse_absent,0,0,40,No
35,Private,10,Married_spouse_absent,0,0,40,No
20,Private,10,Never_married,0,0,40,No
39,Private,13,Married_civ_spouse,0,0,60,No
29,Private,10,Married_civ_spouse,0,0,42,No
22,Local_gov,10,Never_married,0,0,55,No
28,Private,9,Married_civ_spouse,0,1628,60,No
40,Self_emp_not_inc,9,Married_civ_spouse,0,0,60,No
25,Private,13,Never_married,0,0,40,No
21,Private,10,Married_civ_spouse,0,0,20,No
29,Private,10,Never_married,0,0,40,No
72,Private,9,Widowed,0,0,8,No
22,Private,13,Never_married,0,0,45,No
36,Private,9,Separated,0,0,38,No
23,Self_emp_inc,10,Never_married,0,0,50,No
37,Private,10,Married_civ_spouse,5013,0,40,No
47,Private,9,Married_civ_spouse,0,0,38,No
35,Self_emp_not_inc,5,Married_civ_spouse,2635,0,30,No
26,Private,10,Divorced,0,0,38,No
37,Private,10,Divorced,0,0,52,No
34,Private,10,Divorced,0,0,40,No
61,Private,9,Married_civ_spouse,0,0,40,No
56,Private,9,Widowed,0,0,40,No
45,Private,9,Never_married,0,0,40,No
40,Private,9,Divorced,0,0,30,No
43,Private,10,Divorced,0,0,38,No
42,Private,9,Separated,0,0,40,No
65,Private,13,Never_married,0,0,40,No
48,Private,9,Married_civ_spouse,2885,0,15,No
51,Self_emp_not_inc,12,Married_civ_spouse,0,0,40,No
23,Private,9,Never_married,0,0,40,No
42,Private,9,Married_spouse_absent,0,0,40,No
25,Private,2,Married_civ_spouse,0,0,96,No
26,Private,13,Never_married,0,0,20,No
59,State_gov,6,Married_civ_spouse,0,0,40,No
50,Self_emp_not_inc,10,Married_civ_spouse,0,0,55,No
42,Local_gov,14,Married_civ_spouse,0,0,55,No
48,Private,10,Married_civ_spouse,0,0,40,No
21,Private,1,Never_married,0,0,50,No
23,Private,9,Never_married,0,0,25,No
44,State_gov,9,Married_civ_spouse,0,0,15,No
21,Private,9,Married_civ_spouse,0,0,40,No
30,Private,12,Separated,0,0,40,No
59,Private,16,Married_civ_spouse,0,0,40,No
41,Private,9,Never_married,1831,0,40,No
21,Private,10,Never_married,0,0,20,No
38,Private,13,Married_civ_spouse,0,0,45,No
28,Private,10,Divorced,0,0,46,No
29,Private,9,Divorced,0,0,34,No
64,Private,7,Married_civ_spouse,0,0,40,No
46,Private,5,Married_civ_spouse,0,0,40,No
29,Private,10,Never_married,0,0,40,No
27,State_gov,15,Never_married,0,0,70,No
32,Private,4,Married_spouse_absent,0,0,40,No
36,Private,10,Married_civ_spouse,0,0,44,No
41,Private,14,Divorced,0,0,45,No
30,Private,9,Never_married,0,0,41,No
33,Private,10,Never_married,6849,0,50,No
49,Private,9,Widowed,0,0,40,No
41,Self_emp_not_inc,11,Divorced,0,0,60,No
22,Private,13,Never_married,0,0,35,No
19,Private,10,Never_married,0,0,40,No
32,Private,8,Divorced,0,0,54,No
22,Private,9,Never_married,0,1602,30,No
21,Private,10,Never_married,0,0,40,No
24,Private,9,Never_married,0,0,40,No
41,Private,9,Never_married,0,0,40,No
37,Private,10,Widowed,2354,0,40,No
23,Private,10,Never_married,0,0,40,No
60,Local_gov,13,Separated,5455,0,55,No
28,Private,6,Never_married,0,155,40,No
27,Private,11,Never_married,0,1876,36,No
40,Private,9,Married_civ_spouse,0,0,40,No
40,Private,2,Married_spouse_absent,0,0,40,No
45,Private,13,Separated,0,0,55,No
29,Private,9,Separated,0,0,35,No
41,Private,9,Never_married,0,0,50,No
31,Self_emp_not_inc,11,Married_civ_spouse,0,0,50,No
34,Self_emp_inc,10,Never_married,0,0,75,No
37,Private,4,Married_civ_spouse,2580,0,60,No
20,Private,9,Never_married,0,0,40,No
28,Self_emp_not_inc,13,Never_married,0,0,40,No
29,Private,9,Married_civ_spouse,0,0,60,No
20,Private,10,Never_married,0,0,20,No
24,Private,13,Never_married,0,0,40,No
40,Private,6,Divorced,0,0,40,No
25,Private,5,Separated,0,0,40,No
54,Private,1,Married_civ_spouse,0,0,60,No
32,Federal_gov,12,Divorced,2174,0,40,No
50,Private,9,Widowed,0,0,40,No
25,Private,9,Divorced,0,0,40,No
49,Private,9,Never_married,0,0,80,No
23,Private,13,Never_married,2907,0,40,No
38,Private,9,Never_married,0,0,40,No
46,Private,2,Separated,0,0,40,No
24,Private,9,Married_civ_spouse,0,0,40,No
81,Private,13,Widowed,0,0,5,No
45,Private,7,Married_spouse_absent,0,0,40,No
23,Private,9,Never_married,0,0,40,No
50,State_gov,9,Divorced,0,0,40,No
31,Private,2,Separated,0,0,35,No
34,State_gov,9,Divorced,0,0,40,No
38,Private,9,Separated,0,0,32,No
51,Private,9,Divorced,0,0,40,No
43,Private,10,Divorced,0,0,50,No
17,Private,7,Never_married,0,0,40,No
31,Private,9,Separated,0,0,45,No
20,State_gov,9,Never_married,0,0,40,No
41,State_gov,13,Never_married,0,0,40,No
40,Private,10,Never_married,0,0,40,No
29,Private,9,Married_civ_spouse,0,0,35,No
64,Private,9,Married_civ_spouse,2635,0,40,No
23,Private,10,Never_married,0,0,30,No
22,Private,10,Never_married,0,0,12,No
50,Private,5,Married_civ_spouse,0,0,40,No
43,Self_emp_not_inc,13,Never_married,0,0,45,No
31,Federal_gov,13,Never_married,0,0,40,No
34,Local_gov,9,Never_married,0,0,40,No
28,Private,10,Never_married,0,0,40,No
19,Private,10,Never_married,0,0,25,No
