Month,Hour,Workday,Temp,Weather,Windspeed,Bikes
March,21,0,0.26,clear,0.1642,7
March,22,0,0.26,clear,0.1642,5
March,23,0,0.26,clear,0.194,3
March,0,1,0.22,clear,0.194,1
March,1,1,0.22,clear,0.194,2
March,2,1,0.22,clear,0.1642,0
March,3,1,0.22,clear,0.1642,0
March,5,1,0.18,clear,0.194,0
March,6,1,0.18,clear,0.2836,0
March,7,1,0.2,clear,0.3284,6
March,8,1,0.2,clear,0.2239,15
March,9,1,0.22,cloudy/misty,0.2239,12
March,10,1,0.24,clear,0.194,22
March,11,1,0.26,cloudy/misty,0.2836,18
March,12,1,0.26,cloudy/misty,0,8
March,13,1,0.3,cloudy/misty,0.2239,14
March,14,1,0.32,clear,0.2239,15
March,15,1,0.32,clear,0.2836,19
March,16,1,0.34,clear,0.2239,15
March,17,1,0.34,clear,0.2985,25
March,18,1,0.32,clear,0.2836,21
March,19,1,0.3,clear,0.1343,17
March,20,1,0.32,clear,0.1045,5
March,21,1,0.32,clear,0.1343,6
March,22,1,0.3,clear,0.2239,0
March,23,1,0.28,clear,0.2985,1
March,0,1,0.26,clear,0.3284,1
March,1,1,0.24,clear,0.2985,0
March,2,1,0.24,clear,0.2985,0
March,3,1,0.24,clear,0.2985,2
March,4,1,0.2,clear,0.1642,1
March,5,1,0.22,clear,0.2537,0
March,6,1,0.22,clear,0.2985,4
March,7,1,0.22,clear,0.3582,5
March,8,1,0.24,clear,0.3582,19
March,9,1,0.28,clear,0.3881,16
March,10,1,0.3,clear,0.2985,13
March,11,1,0.34,cloudy/misty,0.3881,18
March,12,1,0.34,clear,0.1642,29
March,13,1,0.34,clear,0.2985,24
March,14,1,0.36,clear,0.2537,20
March,15,1,0.38,clear,0.2239,22
March,16,1,0.38,clear,0.1642,12
March,17,1,0.4,clear,0.1343,34
March,18,1,0.36,clear,0.0896,42
March,19,1,0.34,clear,0.194,20
March,20,1,0.36,clear,0.0896,13
March,21,1,0.34,clear,0,8
March,22,1,0.34,clear,0,6
March,23,1,0.32,cloudy/misty,0.1045,8
March,0,1,0.32,cloudy/misty,0,3
March,1,1,0.32,clear,0,1
March,2,1,0.32,cloudy/misty,0,0
March,3,1,0.32,cloudy/misty,0,0
March,4,1,0.32,cloudy/misty,0,1
March,5,1,0.3,cloudy/misty,0.194,0
March,6,1,0.3,cloudy/misty,0.1343,4
March,7,1,0.32,cloudy/misty,0.1045,8
March,8,1,0.32,cloudy/misty,0.1642,16
March,9,1,0.32,cloudy/misty,0.2239,7
March,10,1,0.34,cloudy/misty,0.2239,13
March,11,1,0.34,cloudy/misty,0.2537,26
March,12,1,0.34,cloudy/misty,0.1642,15
March,13,1,0.36,cloudy/misty,0.2239,14
March,14,1,0.36,cloudy/misty,0.2985,16
March,15,1,0.28,light rain/snow,0.2985,14
March,16,1,0.28,light rain/snow,0.2537,0
March,17,1,0.26,light rain/snow,0.1045,11
March,18,1,0.26,cloudy/misty,0.2239,6
March,19,1,0.26,cloudy/misty,0.2239,5
March,20,1,0.24,light rain/snow,0.2985,4
March,21,1,0.24,cloudy/misty,0.2537,0
March,22,1,0.24,light rain/snow,0.2239,3
March,23,1,0.24,light rain/snow,0.2836,1
March,0,1,0.24,light rain/snow,0.2239,0
March,1,1,0.24,light rain/snow,0.194,1
March,2,1,0.24,light rain/snow,0.194,0
March,3,1,0.24,light rain/snow,0.2239,0
March,4,1,0.24,light rain/snow,0.2537,0
March,5,1,0.24,light rain/snow,0.2239,0
March,6,1,0.24,light rain/snow,0.2985,2
March,7,1,0.24,light rain/snow,0.2537,5
March,8,1,0.24,cloudy/misty,0.2537,7
March,9,1,0.26,light rain/snow,0.2537,6
March,10,1,0.26,light rain/snow,0.2537,15
March,11,1,0.28,light rain/snow,0.194,6
March,12,1,0.28,light rain/snow,0.194,17
March,13,1,0.3,light rain/snow,0.1343,13
March,14,1,0.3,light rain/snow,0.1343,27
March,15,1,0.3,light rain/snow,0.2985,4
March,16,1,0.3,cloudy/misty,0.2537,13
March,17,1,0.3,cloudy/misty,0.2537,15
March,18,1,0.3,cloudy/misty,0.1343,12
March,19,1,0.3,cloudy/misty,0.1343,12
March,20,1,0.28,light rain/snow,0.2836,6
March,21,1,0.28,cloudy/misty,0.1642,7
March,22,1,0.28,light rain/snow,0.2537,7
March,23,1,0.26,light rain/snow,0.1642,4
April,0,1,0.26,light rain/snow,0.1642,0
April,1,1,0.26,light rain/snow,0.1642,0
April,2,1,0.26,light rain/snow,0.194,0
April,3,1,0.24,cloudy/misty,0.2537,0
April,4,1,0.24,cloudy/misty,0.2537,0
April,5,1,0.24,light rain/snow,0.2239,1
April,6,1,0.24,light rain/snow,0.2239,2
April,7,1,0.24,light rain/snow,0,4
April,8,1,0.26,cloudy/misty,0.2537,8
April,9,1,0.32,clear,0.3582,11
April,10,1,0.32,clear,0.2836,12
April,11,1,0.32,clear,0.3582,17
April,12,1,0.34,clear,0.3582,15
April,13,1,0.36,clear,0.3582,18
April,14,1,0.36,cloudy/misty,0.3582,26
April,15,1,0.34,clear,0.4179,30
April,16,1,0.34,clear,0.4179,42
April,17,1,0.34,clear,0.3284,36
April,18,1,0.34,clear,0.3284,36
April,19,1,0.34,clear,0.3284,16
April,20,1,0.32,clear,0.194,2
April,21,1,0.32,clear,0.1343,9
April,22,1,0.3,clear,0.1642,10
April,23,1,0.3,clear,0.0896,12
April,0,0,0.3,cloudy/misty,0,3
April,1,0,0.26,clear,0.1343,4
April,2,0,0.24,clear,0.1343,1
April,3,0,0.24,clear,0.1642,1
April,4,0,0.24,clear,0.1642,0
April,5,0,0.24,cloudy/misty,0.1642,1
April,6,0,0.26,clear,0.1045,5
April,7,0,0.26,cloudy/misty,0.1045,2
April,8,0,0.3,clear,0.1045,10
April,9,0,0.34,cloudy/misty,0.1045,22
April,10,0,0.36,cloudy/misty,0.1642,41
April,11,0,0.4,cloudy/misty,0.1642,72
April,12,0,0.32,light rain/snow,0.1343,84
April,13,0,0.34,clear,0.1343,56
April,14,0,0.32,light rain/snow,0.3284,97
April,15,0,0.34,light rain/snow,0.3881,72
April,16,0,0.38,clear,0.3284,111
April,17,0,0.38,clear,0.3582,89
April,18,0,0.38,clear,0.194,69
April,19,0,0.36,clear,0.3582,71
April,20,0,0.34,clear,0.2836,29
April,21,0,0.32,clear,0.2537,24
April,22,0,0.32,clear,0.2985,14
April,23,0,0.32,clear,0.1642,20
April,0,0,0.3,clear,0.194,8
April,1,0,0.3,clear,0.1045,8
April,2,0,0.26,clear,0.1343,5
April,3,0,0.3,clear,0,3
April,4,0,0.28,clear,0.0896,3
April,5,0,0.28,clear,0.2239,1
April,6,0,0.28,clear,0.194,10
April,7,0,0.32,clear,0.2239,13
April,8,0,0.34,clear,0.1642,18
April,9,0,0.36,clear,0.4925,68
April,10,0,0.4,clear,0.4179,111
April,11,0,0.42,clear,0.2537,139
April,12,0,0.44,clear,0.2836,166
April,13,0,0.44,clear,0.2985,219
April,14,0,0.46,clear,0.1343,240
April,15,0,0.46,cloudy/misty,0,174
April,16,0,0.46,cloudy/misty,0.194,147
April,17,0,0.46,cloudy/misty,0.1343,148
April,18,0,0.46,cloudy/misty,0,71
April,19,0,0.42,cloudy/misty,0.194,51
April,20,0,0.42,light rain/snow,0.2239,24
April,21,0,0.42,cloudy/misty,0.2239,8
April,22,0,0.4,clear,0.1045,7
April,23,0,0.4,clear,0.0896,9
April,0,1,0.4,clear,0.2239,1
April,1,1,0.4,clear,0.3582,7
April,2,1,0.38,clear,0.2537,1
April,3,1,0.38,clear,0.2836,1
April,4,1,0.38,clear,0.2985,1
April,5,1,0.4,clear,0.2537,0
April,6,1,0.42,clear,0.2836,3
April,7,1,0.44,cloudy/misty,0.2537,7
April,8,1,0.46,cloudy/misty,0.2985,31
April,9,1,0.5,cloudy/misty,0.3881,24
April,10,1,0.54,cloudy/misty,0.3582,35
April,11,1,0.6,clear,0.3881,58
April,12,1,0.64,clear,0.4627,59
April,13,1,0.68,clear,0.3284,47
April,14,1,0.74,cloudy/misty,0.4925,47
April,15,1,0.76,clear,0.5522,47
April,16,1,0.76,clear,0.5224,59
April,17,1,0.74,clear,0.6119,83
April,18,1,0.72,cloudy/misty,0.4925,78
April,19,1,0.7,clear,0.4627,51
April,20,1,0.7,cloudy/misty,0.5522,40
April,21,1,0.7,cloudy/misty,0.4478,19
April,22,1,0.68,cloudy/misty,0.4627,17
April,23,1,0.64,cloudy/misty,0.2239,18
April,0,1,0.62,clear,0.1045,10
April,1,1,0.62,light rain/snow,0.4179,10
April,2,1,0.54,cloudy/misty,0.3284,0
April,3,1,0.54,cloudy/misty,0.3284,1
April,4,1,0.5,light rain/snow,0.4925,0
April,5,1,0.46,light rain/snow,0.2985,0
April,6,1,0.48,cloudy/misty,0.3284,2
April,7,1,0.48,cloudy/misty,0.3284,10
April,8,1,0.38,light rain/snow,0.5821,9
April,9,1,0.36,light rain/snow,0.4925,2
April,10,1,0.34,light rain/snow,0.3881,3
April,11,1,0.32,light rain/snow,0.4478,1
April,12,1,0.34,cloudy/misty,0.3881,6
April,13,1,0.36,cloudy/misty,0.4179,5
April,14,1,0.36,cloudy/misty,0.4925,9
April,15,1,0.4,clear,0.4627,6
April,16,1,0.38,clear,0.4179,17
April,17,1,0.42,clear,0.4179,27
April,18,1,0.38,clear,0.4925,19
April,19,1,0.36,clear,0.2985,12
April,20,1,0.34,clear,0.2836,4
April,21,1,0.34,clear,0.5224,8
April,22,1,0.32,clear,0.2985,3
April,23,1,0.3,clear,0.2836,3
April,0,1,0.3,clear,0.1045,0
April,1,1,0.26,clear,0.1343,0
April,2,1,0.24,clear,0.1343,0
April,3,1,0.26,clear,0.1343,0
April,4,1,0.24,clear,0.1343,0
April,5,1,0.24,clear,0.1045,1
April,6,1,0.24,clear,0.1045,4
April,7,1,0.26,clear,0.1045,3
April,8,1,0.32,clear,0.2239,17
April,9,1,0.36,clear,0.2537,8
April,10,1,0.4,clear,0.3881,21
April,11,1,0.42,clear,0.3881,23
April,12,1,0.44,clear,0.2537,22
April,13,1,0.46,clear,0.4925,29
April,14,1,0.5,clear,0.4179,35
April,15,1,0.52,clear,0.3284,34
April,16,1,0.54,clear,0.4179,27
April,17,1,0.52,clear,0.4478,53
April,18,1,0.52,clear,0.3582,43
April,19,1,0.5,clear,0.2985,36
April,20,1,0.46,clear,0.2239,15
April,21,1,0.46,clear,0.2836,18
April,22,1,0.46,clear,0.2836,13
April,23,1,0.46,clear,0.2985,11
April,0,1,0.46,clear,0.2836,5
April,1,1,0.42,clear,0.1343,2
April,2,1,0.42,clear,0,0
April,3,1,0.36,clear,0.194,0
April,4,1,0.34,clear,0.194,0
April,5,1,0.34,clear,0.2239,0
April,6,1,0.32,clear,0.2537,5
April,7,1,0.34,cloudy/misty,0.1642,8
April,8,1,0.36,clear,0.194,23
April,9,1,0.4,cloudy/misty,0.1343,15
April,10,1,0.42,cloudy/misty,0.1045,29
April,11,1,0.46,cloudy/misty,0,36
April,12,1,0.46,cloudy/misty,0,39
April,13,1,0.52,cloudy/misty,0.0896,36
April,14,1,0.56,clear,0.0896,46
April,15,1,0.6,clear,0.1045,27
April,16,1,0.6,clear,0,52
April,17,1,0.52,clear,0.2836,63
April,18,1,0.48,clear,0.2537,68
April,19,1,0.46,clear,0.2985,34
April,20,1,0.44,clear,0.1642,37
April,21,1,0.44,cloudy/misty,0.2836,19
April,22,1,0.4,cloudy/misty,0.194,18
April,23,1,0.38,clear,0.2537,9
April,0,1,0.36,cloudy/misty,0.2239,4
April,1,1,0.34,cloudy/misty,0.1343,3
April,2,1,0.34,light rain/snow,0.1642,3
April,3,1,0.34,light rain/snow,0.1642,0
April,4,1,0.34,cloudy/misty,0.1343,0
April,5,1,0.32,cloudy/misty,0.194,1
April,6,1,0.34,cloudy/misty,0,2
April,7,1,0.34,light rain/snow,0.1642,4
April,8,1,0.34,light rain/snow,0.1642,13
April,9,1,0.36,cloudy/misty,0.194,17
April,10,1,0.36,cloudy/misty,0.2836,10
April,11,1,0.4,cloudy/misty,0.3881,19
April,12,1,0.38,light rain/snow,0.2239,29
April,13,1,0.36,light rain/snow,0.2836,7
April,14,1,0.34,light rain/snow,0.2239,2
April,15,1,0.34,light rain/snow,0.2239,1
April,16,1,0.32,cloudy/misty,0.2537,2
April,17,1,0.32,light rain/snow,0.2537,10
April,18,1,0.32,light rain/snow,0.2537,8
April,19,1,0.3,light rain/snow,0.4179,1
April,20,1,0.3,cloudy/misty,0.3284,12
April,21,1,0.3,cloudy/misty,0.2537,11
April,22,1,0.3,cloudy/misty,0.2985,9
April,23,1,0.3,cloudy/misty,0.2239,4
April,0,0,0.3,cloudy/misty,0.2239,5
April,1,0,0.3,cloudy/misty,0.1343,3
April,2,0,0.32,cloudy/misty,0.2239,2
April,3,0,0.3,light rain/snow,0.2537,3
April,4,0,0.3,light rain/snow,0.2537,0
April,5,0,0.3,cloudy/misty,0.2239,0
April,6,0,0.3,cloudy/misty,0.194,0
April,7,0,0.3,cloudy/misty,0.1642,8
April,8,0,0.32,cloudy/misty,0.1642,7
April,9,0,0.34,cloudy/misty,0.1045,27
April,10,0,0.34,cloudy/misty,0.1343,43
April,11,0,0.36,cloudy/misty,0,51
April,12,0,0.36,cloudy/misty,0.1343,79
April,13,0,0.36,cloudy/misty,0,114
April,14,0,0.36,cloudy/misty,0.1343,94
April,15,0,0.36,cloudy/misty,0,85
April,16,0,0.38,cloudy/misty,0,73
April,17,0,0.38,cloudy/misty,0.0896,128
April,18,0,0.38,cloudy/misty,0.1045,48
April,19,0,0.38,cloudy/misty,0.1343,47
April,20,0,0.38,cloudy/misty,0.1642,19
April,21,0,0.36,cloudy/misty,0.1343,10
April,22,0,0.36,cloudy/misty,0.1343,21
April,23,0,0.38,cloudy/misty,0.0896,12
April,0,0,0.38,cloudy/misty,0.0896,5
April,1,0,0.38,cloudy/misty,0.1343,6
April,2,0,0.38,cloudy/misty,0.0896,12
April,3,0,0.38,cloudy/misty,0.1343,5
April,4,0,0.36,cloudy/misty,0.1045,3
April,5,0,0.36,cloudy/misty,0.0896,0
April,6,0,0.36,cloudy/misty,0.0896,0
April,7,0,0.36,cloudy/misty,0.0896,3
April,8,0,0.38,cloudy/misty,0.0896,17
April,9,0,0.38,cloudy/misty,0.1343,31
April,10,0,0.4,cloudy/misty,0,69
April,11,0,0.4,cloudy/misty,0.1343,93
April,12,0,0.42,cloudy/misty,0.1343,94
April,13,0,0.46,clear,0.1045,121
April,14,0,0.5,clear,0.194,148
April,15,0,0.5,clear,0.2239,156
April,16,0,0.52,cloudy/misty,0.1642,135
April,17,0,0.52,cloudy/misty,0.194,84
April,18,0,0.5,clear,0.194,103
April,19,0,0.5,clear,0.194,47
April,20,0,0.46,clear,0.1343,21
April,21,0,0.44,clear,0.194,18
April,22,0,0.44,clear,0.2537,12
April,23,0,0.46,clear,0.3582,5
April,0,1,0.48,clear,0.3284,7
April,1,1,0.46,clear,0.2836,1
April,2,1,0.46,clear,0.2836,7
April,4,1,0.46,clear,0.194,0
April,5,1,0.46,clear,0.194,1
April,6,1,0.46,cloudy/misty,0.2239,2
April,7,1,0.5,cloudy/misty,0.2239,12
April,8,1,0.52,cloudy/misty,0.2836,28
April,9,1,0.56,cloudy/misty,0.2836,33
April,10,1,0.56,cloudy/misty,0.2985,41
April,11,1,0.6,cloudy/misty,0.2985,45
April,12,1,0.6,cloudy/misty,0.3284,37
April,13,1,0.64,cloudy/misty,0.4179,62
April,14,1,0.72,cloudy/misty,0.3582,60
April,15,1,0.74,clear,0.5224,56
April,16,1,0.74,clear,0.5224,73
April,17,1,0.74,clear,0.5224,100
April,18,1,0.72,clear,0.3881,93
April,19,1,0.72,clear,0.4478,73
April,20,1,0.68,clear,0.5224,44
April,21,1,0.66,clear,0.2537,39
April,22,1,0.64,cloudy/misty,0.2836,25
April,23,1,0.58,light rain/snow,0,16
April,0,1,0.62,cloudy/misty,0.1045,11
April,1,1,0.62,cloudy/misty,0.0896,6
April,2,1,0.6,cloudy/misty,0.1343,7
April,3,1,0.58,cloudy/misty,0.1343,0
April,4,1,0.56,cloudy/misty,0.1343,4
April,5,1,0.54,cloudy/misty,0.1343,1
April,6,1,0.54,cloudy/misty,0.2836,3
April,7,1,0.54,cloudy/misty,0.2239,12
April,8,1,0.48,light rain/snow,0.3881,15
April,9,1,0.46,light rain/snow,0.4925,4
April,10,1,0.5,light rain/snow,0.4179,6
April,11,1,0.52,clear,0.3582,11
April,12,1,0.56,cloudy/misty,0.4627,9
April,13,1,0.54,light rain/snow,0.2836,22
April,14,1,0.5,cloudy/misty,0.2836,16
April,15,1,0.48,cloudy/misty,0.5224,24
April,16,1,0.48,cloudy/misty,0.3881,19
April,17,1,0.44,light rain/snow,0.2239,29
April,18,1,0.44,light rain/snow,0.2239,21
April,19,1,0.42,cloudy/misty,0.2836,3
April,20,1,0.42,cloudy/misty,0.2836,9
April,21,1,0.42,cloudy/misty,0.194,10
April,22,1,0.4,cloudy/misty,0.2985,7
April,23,1,0.4,cloudy/misty,0.2537,8
April,0,1,0.4,cloudy/misty,0.2985,3
April,1,1,0.4,cloudy/misty,0.2985,0
April,2,1,0.4,light rain/snow,0.2985,0
April,3,1,0.4,light rain/snow,0.3284,0
April,4,1,0.4,light rain/snow,0.3284,1
April,5,1,0.38,light rain/snow,0.2537,1
April,6,1,0.38,light rain/snow,0.2239,1
April,7,1,0.36,light rain/snow,0.2239,3
April,8,1,0.38,light rain/snow,0.194,6
April,9,1,0.38,cloudy/misty,0.2239,2
April,10,1,0.4,cloudy/misty,0.194,4
April,11,1,0.42,cloudy/misty,0.194,4
April,12,1,0.42,light rain/snow,0.2537,12
April,13,1,0.44,cloudy/misty,0.194,6
April,14,1,0.42,cloudy/misty,0.2537,24
April,15,1,0.44,cloudy/misty,0.2836,12
April,16,1,0.46,clear,0.2836,23
April,17,1,0.46,clear,0.2985,25
April,18,1,0.44,clear,0.3881,28
April,19,1,0.44,clear,0.2537,15
April,20,1,0.44,clear,0.2537,7
April,21,1,0.42,clear,0.1642,17
April,22,1,0.42,clear,0.194,10
April,23,1,0.4,clear,0.1343,5
April,0,1,0.38,clear,0.1343,3
April,1,1,0.38,clear,0.2239,1
April,2,1,0.36,clear,0.1343,0
April,3,1,0.34,clear,0.1343,0
April,4,1,0.34,clear,0,1
April,5,1,0.34,clear,0.0896,2
April,6,1,0.34,clear,0.1045,4
April,7,1,0.38,clear,0,11
April,8,1,0.42,clear,0.1642,21
April,9,1,0.46,clear,0.1343,18
April,10,1,0.5,clear,0.194,21
April,11,1,0.52,clear,0.1642,28
April,12,1,0.54,clear,0.1343,35
April,13,1,0.56,clear,0.2239,38
April,14,1,0.56,clear,0.0896,36
April,15,1,0.6,clear,0.0896,57
April,16,1,0.6,clear,0.1045,49
April,17,1,0.6,clear,0,50
April,18,1,0.56,clear,0,47
April,19,1,0.54,clear,0,37
April,20,1,0.5,clear,0.194,22
April,21,1,0.46,clear,0.1343,19
April,22,1,0.48,clear,0.1045,22
April,23,1,0.46,clear,0.1045,7
April,0,0,0.44,clear,0,6
April,1,0,0.44,clear,0,6
April,2,0,0.4,clear,0,8
April,3,0,0.4,clear,0,0
April,4,0,0.38,clear,0.0896,0
April,5,0,0.36,clear,0.1045,2
April,6,0,0.36,clear,0.0896,5
April,7,0,0.4,clear,0.1642,10
April,8,0,0.44,clear,0.2985,21
April,9,0,0.5,clear,0.194,16
April,10,0,0.5,clear,0.194,31
April,11,0,0.52,clear,0.194,41
April,12,0,0.52,clear,0.2836,45
April,13,0,0.54,clear,0.2537,47
April,14,0,0.54,clear,0.2537,57
April,15,0,0.54,clear,0.4478,50
April,16,0,0.52,clear,0.4925,70
April,17,0,0.5,cloudy/misty,0.3881,64
April,18,0,0.46,cloudy/misty,0.3881,47
April,19,0,0.42,clear,0.3881,41
April,20,0,0.4,cloudy/misty,0.3284,26
April,21,0,0.4,cloudy/misty,0.2985,25
April,22,0,0.38,cloudy/misty,0.3881,16
April,23,0,0.36,cloudy/misty,0.194,8
April,0,0,0.36,cloudy/misty,0.2239,7
April,1,0,0.36,cloudy/misty,0.2836,5
April,2,0,0.36,cloudy/misty,0.1343,5
April,3,0,0.36,cloudy/misty,0.1642,5
April,4,0,0.36,cloudy/misty,0.2239,1
April,5,0,0.38,cloudy/misty,0.2836,1
April,6,0,0.4,light rain/snow,0.3284,1
April,7,0,0.4,cloudy/misty,0.4179,3
April,8,0,0.4,light rain/snow,0.3582,7
April,9,0,0.4,light rain/snow,0.2985,2
April,10,0,0.42,light rain/snow,0.3881,1
April,11,0,0.42,light rain/snow,0.4478,4
April,12,0,0.46,cloudy/misty,0.5821,6
April,13,0,0.46,light rain/snow,0.5224,9
April,14,0,0.52,light rain/snow,0.5821,14
April,15,0,0.52,light rain/snow,0.5821,16
April,16,0,0.5,light rain/snow,0.4627,6
April,17,0,0.5,light rain/snow,0.5821,1
April,18,0,0.5,cloudy/misty,0.3881,6
April,19,0,0.52,cloudy/misty,0.4179,9
April,20,0,0.44,light rain/snow,0.2239,4
April,21,0,0.44,cloudy/misty,0,1
April,22,0,0.42,light rain/snow,0,2
April,23,0,0.44,cloudy/misty,0.2836,5
April,0,0,0.44,cloudy/misty,0.2836,4
April,1,0,0.42,clear,0.2239,6
April,2,0,0.4,clear,0.194,4
April,3,0,0.4,clear,0.1343,12
April,4,0,0.36,clear,0.1045,2
April,5,0,0.36,clear,0.1642,2
April,6,0,0.36,clear,0.4478,3
April,7,0,0.36,clear,0.3582,2
April,8,0,0.38,clear,0.3881,7
April,9,0,0.4,clear,0.2836,31
April,10,0,0.42,clear,0.4478,91
April,11,0,0.46,clear,0.4179,119
April,12,0,0.46,clear,0.3881,167
April,13,0,0.5,clear,0.3881,181
April,14,0,0.52,clear,0.3881,170
April,15,0,0.54,clear,0.5224,179
April,16,0,0.54,clear,0.3582,161
April,17,0,0.56,clear,0.4478,143
April,18,0,0.56,clear,0.3881,102
April,19,0,0.56,clear,0.2985,75
April,20,0,0.52,clear,0.194,44
April,21,0,0.5,clear,0.194,13
April,22,0,0.5,clear,0.1045,21
April,23,0,0.44,clear,0.1642,19
April,0,1,0.46,clear,0.0896,15
April,1,1,0.46,clear,0.1343,11
April,2,1,0.42,clear,0.1045,14
April,3,1,0.42,clear,0.1045,6
April,4,1,0.4,clear,0.1642,2
April,5,1,0.4,clear,0.0896,0
April,6,1,0.4,clear,0,3
April,7,1,0.46,clear,0,12
April,8,1,0.46,clear,0,20
April,9,1,0.5,cloudy/misty,0.1045,37
April,10,1,0.52,cloudy/misty,0.1045,41
April,11,1,0.54,cloudy/misty,0.0896,36
April,12,1,0.56,cloudy/misty,0.0896,60
April,13,1,0.56,cloudy/misty,0.1642,41
April,14,1,0.58,cloudy/misty,0.194,49
April,15,1,0.6,cloudy/misty,0.194,64
April,16,1,0.6,clear,0.2836,40
April,17,1,0.58,clear,0.2836,66
April,18,1,0.64,clear,0.3582,41
April,19,1,0.56,clear,0.2537,42
April,20,1,0.6,clear,0.2985,29
April,21,1,0.56,clear,0.2836,20
April,22,1,0.52,clear,0.2836,9
April,23,1,0.5,clear,0.2537,11
April,0,1,0.5,clear,0.2239,2
April,1,1,0.46,clear,0.2239,5
April,2,1,0.46,clear,0.2836,8
April,3,1,0.48,clear,0.2239,0
April,4,1,0.46,clear,0.0896,1
April,5,1,0.46,cloudy/misty,0.194,1
April,6,1,0.48,cloudy/misty,0,2
April,7,1,0.52,cloudy/misty,0,22
April,8,1,0.5,cloudy/misty,0.1343,20
April,9,1,0.52,light rain/snow,0.0896,23
April,10,1,0.5,cloudy/misty,0.2239,15
April,11,1,0.54,cloudy/misty,0.1642,19
April,12,1,0.54,cloudy/misty,0.0896,19
April,13,1,0.54,cloudy/misty,0.2239,26
April,14,1,0.54,cloudy/misty,0.194,19
April,15,1,0.54,cloudy/misty,0.1642,44
April,16,1,0.56,clear,0.2985,30
April,17,1,0.56,clear,0.1045,39
April,18,1,0.54,cloudy/misty,0.1343,44
April,19,1,0.5,cloudy/misty,0.194,28
April,20,1,0.5,cloudy/misty,0.2239,20
April,21,1,0.5,cloudy/misty,0.1343,8
April,22,1,0.48,clear,0.0896,3
April,23,1,0.46,clear,0.0896,11
April,0,1,0.44,clear,0.1343,4
April,1,1,0.42,clear,0.1642,2
April,2,1,0.42,clear,0.1642,0
April,3,1,0.42,clear,0,0
April,4,1,0.4,clear,0.1045,5
April,5,1,0.4,clear,0.194,1
April,6,1,0.42,clear,0.1642,2
April,7,1,0.44,clear,0,26
April,8,1,0.62,clear,0.4627,22
April,9,1,0.66,clear,0.2836,27
April,10,1,0.62,clear,0.0896,45
April,11,1,0.62,clear,0.0896,31
April,12,1,0.7,clear,0.3881,28
April,13,1,0.7,clear,0.3881,42
April,14,1,0.74,clear,0.4627,33
April,15,1,0.76,cloudy/misty,0.3582,32
April,16,1,0.76,cloudy/misty,0.3582,54
April,17,1,0.74,cloudy/misty,0.4179,34
April,18,1,0.74,clear,0.3582,56
April,19,1,0.7,clear,0.2537,74
April,20,1,0.68,clear,0.1045,31
April,21,1,0.66,clear,0.2836,38
April,22,1,0.62,clear,0.2537,12
April,23,1,0.6,clear,0.3284,14
April,0,1,0.56,clear,0.3582,11
April,1,1,0.52,clear,0.2239,6
April,2,1,0.5,clear,0.3881,3
April,3,1,0.46,cloudy/misty,0.4627,4
April,4,1,0.44,cloudy/misty,0.4478,2
April,5,1,0.42,cloudy/misty,0.5522,0
April,6,1,0.4,cloudy/misty,0.5821,2
April,7,1,0.42,cloudy/misty,0.4627,15
April,8,1,0.4,cloudy/misty,0.4925,19
April,9,1,0.42,cloudy/misty,0.2836,18
April,10,1,0.42,clear,0.3582,25
April,11,1,0.44,clear,0.2836,34
April,12,1,0.46,clear,0.1642,49
April,13,1,0.48,clear,0.3284,55
April,14,1,0.5,clear,0.3881,68
April,15,1,0.52,clear,0.4179,69
April,16,1,0.52,clear,0.3582,66
April,17,1,0.5,clear,0.1642,79
April,18,1,0.5,clear,0.2836,71
April,19,1,0.46,clear,0.2836,52
April,20,1,0.44,clear,0.1343,28
April,21,1,0.42,clear,0.194,25
April,22,1,0.42,clear,0.0896,31
April,23,1,0.4,clear,0.1045,13
April,0,1,0.36,clear,0.194,3
April,1,1,0.36,clear,0.2537,2
April,2,1,0.36,clear,0.2985,2
April,3,1,0.36,clear,0.2985,0
April,4,1,0.34,clear,0.2836,1
April,5,1,0.34,clear,0.2239,0
April,6,1,0.34,clear,0.2836,2
April,7,1,0.34,cloudy/misty,0.2836,5
April,8,1,0.34,cloudy/misty,0.2537,15
April,9,1,0.34,light rain/snow,0.2985,17
April,10,1,0.36,cloudy/misty,0.194,32
April,11,1,0.34,light rain/snow,0.194,23
April,12,1,0.34,light rain/snow,0.1343,19
April,13,1,0.34,light rain/snow,0.194,3
April,14,1,0.34,light rain/snow,0.2537,3
April,15,1,0.34,light rain/snow,0.194,13
April,16,1,0.34,light rain/snow,0.1343,4
April,17,1,0.32,light rain/snow,0.2239,6
April,18,1,0.32,light rain/snow,0.2239,4
April,19,1,0.32,light rain/snow,0.2239,7
April,20,1,0.32,light rain/snow,0.2239,8
April,21,1,0.3,light rain/snow,0.1642,5
April,22,1,0.3,light rain/snow,0.1343,3
April,23,1,0.32,light rain/snow,0.1045,0
April,0,0,0.32,cloudy/misty,0.194,0
April,1,0,0.32,cloudy/misty,0.194,5
April,2,0,0.32,light rain/snow,0.1343,3
April,3,0,0.32,light rain/snow,0.0896,0
April,4,0,0.34,light rain/snow,0,2
April,5,0,0.34,light rain/snow,0,1
April,6,0,0.34,cloudy/misty,0.1642,0
April,7,0,0.34,light rain/snow,0.1642,2
April,8,0,0.36,cloudy/misty,0.2537,15
