Age,Default,Housing,Loan,Contact,Previous,Poutcome,EVR,CPI,CCI,Y
28,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
40,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,no
45,no,yes,yes,telephone,1,nonexistent,1.4,94.465,-41.8,no
30,no,no,yes,cellular,3,nonexistent,1.4,93.444,-36.1,no
27,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
52,no,yes,yes,cellular,3,nonexistent,-0.1,93.2,-42,no
57,unknown,yes,no,cellular,2,nonexistent,-0.1,93.2,-42,no
41,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,no
54,unknown,yes,no,cellular,43,nonexistent,1.4,93.918,-42.7,no
42,no,no,yes,telephone,2,nonexistent,1.1,93.994,-36.4,no
48,unknown,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
56,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
32,no,yes,yes,cellular,1,failure,-1.8,92.893,-46.2,no
48,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
52,unknown,yes,no,cellular,1,nonexistent,-2.9,92.963,-40.8,no
54,no,yes,no,cellular,4,nonexistent,1.4,93.918,-42.7,no
34,no,yes,no,telephone,4,nonexistent,1.4,94.465,-41.8,no
55,no,no,no,cellular,1,failure,-1.8,93.075,-47.1,no
36,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
42,no,no,yes,telephone,1,nonexistent,1.1,93.994,-36.4,no
35,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
55,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,no
46,unknown,yes,no,telephone,3,nonexistent,1.1,93.994,-36.4,no
33,no,yes,no,cellular,5,nonexistent,1.4,93.918,-42.7,no
28,no,no,no,telephone,1,nonexistent,1.4,93.918,-42.7,no
34,no,yes,no,cellular,2,failure,-1.8,92.893,-46.2,no
50,unknown,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,no
39,no,no,no,telephone,4,nonexistent,1.4,94.465,-41.8,no
49,no,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,no
37,no,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,no
34,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,no
35,no,yes,yes,cellular,1,failure,-1.8,93.075,-47.1,no
24,no,yes,no,telephone,7,nonexistent,1.1,93.994,-36.4,no
36,no,yes,no,cellular,3,nonexistent,-0.1,93.2,-42,no
37,unknown,yes,no,cellular,1,failure,-1.8,92.893,-46.2,no
44,no,yes,no,cellular,4,nonexistent,-1.8,93.749,-34.6,no
38,unknown,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,no
35,no,yes,no,cellular,5,nonexistent,-1.8,92.893,-46.2,no
30,no,yes,no,telephone,3,nonexistent,1.1,93.994,-36.4,no
30,no,no,yes,cellular,2,failure,-0.1,93.2,-42,no
42,no,no,no,telephone,3,nonexistent,1.4,94.465,-41.8,no
26,no,yes,yes,telephone,1,nonexistent,1.1,93.994,-36.4,no
56,no,no,no,cellular,1,nonexistent,-3.4,92.649,-30.1,no
65,no,no,no,cellular,2,nonexistent,-2.9,92.963,-40.8,no
28,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
40,no,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,no
42,no,yes,no,telephone,5,nonexistent,1.1,93.994,-36.4,no
48,unknown,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,no
24,unknown,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
43,no,yes,no,telephone,8,nonexistent,1.1,93.994,-36.4,no
39,no,no,no,telephone,10,nonexistent,1.1,93.994,-36.4,no
49,unknown,no,yes,telephone,1,nonexistent,1.4,94.465,-41.8,no
33,no,yes,no,cellular,1,nonexistent,-1.7,94.215,-40.3,no
53,unknown,yes,no,telephone,5,nonexistent,1.1,93.994,-36.4,no
41,no,yes,no,telephone,1,nonexistent,1.4,94.465,-41.8,no
31,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
36,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
25,no,no,no,telephone,3,nonexistent,1.4,94.465,-41.8,no
50,no,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,no
42,no,no,no,cellular,1,failure,-1.8,92.893,-46.2,no
27,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
35,unknown,yes,no,cellular,5,nonexistent,1.4,93.918,-42.7,no
36,no,yes,yes,cellular,2,nonexistent,-1.8,93.075,-47.1,no
57,unknown,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
29,no,yes,no,cellular,8,nonexistent,-1.8,92.893,-46.2,no
26,unknown,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,no
26,no,no,yes,telephone,1,nonexistent,1.4,93.918,-42.7,no
54,unknown,no,yes,telephone,3,nonexistent,1.1,93.994,-36.4,no
41,no,yes,no,telephone,3,failure,-1.8,93.876,-40,no
32,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,no
28,no,yes,yes,telephone,3,nonexistent,1.1,93.994,-36.4,no
46,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
25,unknown,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
30,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
37,no,yes,no,telephone,4,nonexistent,1.4,94.465,-41.8,no
44,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
39,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,no
40,no,yes,no,cellular,2,nonexistent,-1.8,93.075,-47.1,no
46,unknown,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
32,unknown,yes,no,telephone,5,nonexistent,1.4,94.465,-41.8,no
46,unknown,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,no
56,unknown,yes,no,cellular,2,failure,-1.8,92.893,-46.2,no
31,no,no,no,cellular,1,nonexistent,-1.8,93.075,-47.1,no
34,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
36,no,yes,no,telephone,2,nonexistent,-1.8,92.893,-46.2,no
56,no,no,no,telephone,3,nonexistent,1.4,94.465,-41.8,no
42,unknown,no,no,telephone,9,nonexistent,1.1,93.994,-36.4,no
33,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
42,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,no
27,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,no
46,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
59,no,yes,no,cellular,6,failure,-1.8,92.893,-46.2,no
34,no,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,no
39,no,yes,no,cellular,3,nonexistent,1.4,93.918,-42.7,no
41,no,yes,no,cellular,2,nonexistent,-0.1,93.2,-42,no
40,unknown,yes,no,telephone,5,nonexistent,1.4,94.465,-41.8,no
41,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,no
34,no,yes,no,cellular,4,nonexistent,-1.8,92.893,-46.2,no
35,no,no,no,cellular,2,failure,-1.8,92.893,-46.2,no
46,no,yes,no,telephone,4,nonexistent,1.1,93.994,-36.4,no
55,no,yes,no,cellular,3,nonexistent,1.4,93.444,-36.1,no
44,no,yes,no,cellular,2,nonexistent,-0.1,93.2,-42,no
36,no,no,no,cellular,7,nonexistent,-1.8,92.893,-46.2,no
33,no,no,yes,cellular,5,nonexistent,1.4,93.444,-36.1,no
33,no,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,no
35,no,no,no,telephone,4,nonexistent,1.1,93.994,-36.4,no
55,unknown,yes,no,cellular,2,failure,-1.8,93.075,-47.1,no
27,no,yes,no,cellular,4,nonexistent,1.4,93.918,-42.7,no
33,no,no,no,telephone,3,nonexistent,1.4,94.465,-41.8,no
34,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
28,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,no
43,no,no,no,cellular,1,failure,-1.8,93.075,-47.1,no
28,unknown,yes,yes,telephone,4,nonexistent,1.4,93.918,-42.7,no
42,unknown,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
31,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
35,unknown,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
53,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,no
36,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,no
36,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,no
37,unknown,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
37,no,no,no,cellular,1,nonexistent,-2.9,92.469,-33.6,no
32,no,yes,no,telephone,2,nonexistent,1.4,94.465,-41.8,no
47,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
27,unknown,no,no,cellular,3,nonexistent,1.4,93.918,-42.7,no
59,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
39,unknown,no,no,telephone,16,nonexistent,1.4,94.465,-41.8,no
32,no,yes,no,telephone,3,nonexistent,1.1,93.994,-36.4,no
45,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
45,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
47,unknown,no,no,telephone,5,nonexistent,1.4,94.465,-41.8,no
31,no,yes,no,telephone,1,nonexistent,1.4,93.918,-42.7,no
26,no,no,no,cellular,3,nonexistent,-1.8,92.893,-46.2,no
58,no,no,no,cellular,1,nonexistent,-0.1,93.2,-42,no
47,no,no,no,cellular,1,failure,-1.8,92.893,-46.2,no
32,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,no
38,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,no
30,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,no
41,no,no,no,telephone,4,nonexistent,1.4,94.465,-41.8,no
50,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
57,no,yes,no,cellular,17,nonexistent,1.4,93.444,-36.1,no
57,unknown,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,no
35,no,yes,no,cellular,3,nonexistent,1.4,93.918,-42.7,no
36,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,no
25,no,no,no,cellular,1,failure,-3.4,92.379,-29.8,no
32,no,no,yes,telephone,1,nonexistent,1.4,94.465,-41.8,no
36,no,yes,no,cellular,4,nonexistent,1.4,93.444,-36.1,no
44,unknown,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
39,no,yes,yes,telephone,5,nonexistent,1.4,93.918,-42.7,no
31,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
43,no,no,no,cellular,30,nonexistent,1.4,93.918,-42.7,no
41,no,no,no,cellular,1,nonexistent,-3.4,92.431,-26.9,no
44,unknown,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
56,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
35,no,yes,no,cellular,5,nonexistent,1.4,93.918,-42.7,no
45,no,yes,no,cellular,3,nonexistent,1.4,93.918,-42.7,no
40,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,no
36,no,no,no,cellular,1,nonexistent,-0.1,93.2,-42,no
33,no,no,no,cellular,1,nonexistent,-2.9,92.963,-40.8,no
25,no,yes,yes,cellular,3,nonexistent,-1.8,92.893,-46.2,no
47,no,yes,no,cellular,4,nonexistent,1.4,93.444,-36.1,no
28,unknown,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
27,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
24,no,yes,yes,telephone,1,nonexistent,1.4,94.465,-41.8,no
54,unknown,yes,yes,cellular,1,nonexistent,1.4,93.918,-42.7,no
35,no,yes,no,cellular,2,failure,-1.1,94.199,-37.5,no
27,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,no
44,no,yes,yes,telephone,4,nonexistent,1.1,93.994,-36.4,no
52,no,no,no,cellular,1,failure,-0.1,93.2,-42,no
48,no,no,no,cellular,3,nonexistent,1.4,93.918,-42.7,no
26,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,no
47,no,no,no,telephone,1,nonexistent,1.4,93.918,-42.7,no
27,no,yes,no,cellular,2,nonexistent,-2.9,92.201,-31.4,no
57,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
52,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,no
38,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
18,no,yes,no,cellular,1,nonexistent,-3.4,92.379,-29.8,no
50,no,yes,no,telephone,3,nonexistent,1.4,94.465,-41.8,no
41,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
50,unknown,yes,no,telephone,3,nonexistent,-0.1,93.2,-42,no
53,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
30,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,no
35,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,no
22,no,no,no,cellular,2,success,-2.9,92.201,-31.4,no
59,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
42,unknown,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,no
29,no,yes,no,cellular,5,nonexistent,-1.8,92.893,-46.2,no
40,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
51,no,yes,yes,telephone,2,nonexistent,1.1,93.994,-36.4,no
44,unknown,yes,no,cellular,1,failure,-1.8,93.075,-47.1,no
25,unknown,yes,no,cellular,1,failure,-2.9,92.201,-31.4,no
33,no,yes,no,cellular,3,nonexistent,-1.8,92.893,-46.2,no
56,unknown,yes,no,telephone,3,nonexistent,1.4,94.465,-41.8,no
33,no,yes,yes,cellular,1,failure,-1.8,92.893,-46.2,no
60,no,yes,no,cellular,2,success,-1.1,94.767,-50.8,no
35,unknown,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,no
41,no,yes,yes,cellular,1,nonexistent,-1.8,92.893,-46.2,no
46,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,no
34,no,yes,yes,cellular,2,nonexistent,1.4,93.918,-42.7,no
40,unknown,yes,no,cellular,4,nonexistent,1.4,93.918,-42.7,no
27,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
58,unknown,no,yes,telephone,1,nonexistent,1.4,94.465,-41.8,no
32,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,no
33,no,no,no,cellular,1,nonexistent,-0.1,93.2,-42,no
30,unknown,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
30,no,no,no,telephone,1,nonexistent,1.4,94.465,-41.8,no
25,no,no,yes,cellular,2,nonexistent,1.4,93.918,-42.7,no
58,no,yes,no,telephone,3,nonexistent,1.4,94.465,-41.8,no
51,unknown,no,no,telephone,5,nonexistent,1.1,93.994,-36.4,no
44,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
59,no,no,yes,cellular,2,nonexistent,1.4,93.444,-36.1,no
27,no,no,yes,cellular,1,nonexistent,-1.8,92.893,-46.2,no
38,no,no,no,telephone,24,nonexistent,1.4,94.465,-41.8,no
29,no,yes,no,telephone,1,failure,-0.1,93.2,-42,no
39,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
29,no,yes,no,cellular,2,failure,-3,92.713,-33,no
33,no,no,no,cellular,1,nonexistent,-2.9,92.201,-31.4,no
39,no,yes,yes,cellular,3,nonexistent,-0.1,93.2,-42,no
56,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
45,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,no
25,no,yes,no,cellular,7,failure,-1.8,92.893,-46.2,no
43,unknown,yes,yes,telephone,2,nonexistent,1.4,94.465,-41.8,no
34,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,no
33,unknown,no,no,telephone,6,nonexistent,-1.8,92.893,-46.2,no
33,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
29,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
31,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
51,unknown,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
49,no,yes,no,cellular,3,nonexistent,-1.8,93.075,-47.1,no
28,no,yes,yes,cellular,2,nonexistent,-3.4,92.431,-26.9,no
28,no,no,yes,telephone,1,nonexistent,1.1,93.994,-36.4,no
38,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,no
31,no,no,yes,telephone,1,nonexistent,1.1,93.994,-36.4,no
66,no,no,yes,cellular,1,failure,-1.7,94.215,-40.3,no
44,no,yes,yes,cellular,1,failure,-1.7,94.055,-39.8,no
31,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
47,no,no,no,cellular,3,nonexistent,1.4,93.918,-42.7,no
46,unknown,yes,no,cellular,5,nonexistent,1.4,93.918,-42.7,no
38,unknown,no,no,telephone,3,nonexistent,1.4,94.465,-41.8,no
42,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
50,no,no,no,telephone,4,nonexistent,1.1,93.994,-36.4,no
37,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
53,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
32,no,yes,no,cellular,3,nonexistent,1.4,93.918,-42.7,no
32,no,yes,no,telephone,3,nonexistent,1.4,94.465,-41.8,no
49,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,no
30,no,yes,no,telephone,4,nonexistent,1.1,93.994,-36.4,no
32,no,yes,no,telephone,1,nonexistent,-0.1,93.2,-42,no
44,unknown,no,yes,cellular,1,nonexistent,1.4,93.918,-42.7,no
26,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
54,no,yes,no,cellular,1,nonexistent,-2.9,92.963,-40.8,no
57,unknown,yes,yes,telephone,2,nonexistent,1.1,93.994,-36.4,no
20,no,no,no,cellular,4,nonexistent,1.4,93.918,-42.7,no
32,unknown,yes,no,telephone,2,nonexistent,1.4,94.465,-41.8,no
41,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
29,no,no,no,telephone,1,nonexistent,-1.7,94.215,-40.3,no
33,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
48,unknown,no,no,cellular,1,nonexistent,-0.1,93.2,-42,no
38,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
25,no,no,no,telephone,4,nonexistent,1.4,93.918,-42.7,no
37,unknown,no,no,telephone,23,nonexistent,1.4,94.465,-41.8,no
42,no,no,no,cellular,2,nonexistent,-0.1,93.2,-42,no
39,unknown,no,no,telephone,9,nonexistent,1.4,94.465,-41.8,no
47,unknown,yes,yes,telephone,6,nonexistent,1.1,93.994,-36.4,no
33,no,yes,yes,telephone,1,nonexistent,-1.7,94.055,-39.8,no
63,no,yes,yes,cellular,1,failure,-3.4,92.379,-29.8,no
25,no,no,yes,cellular,2,nonexistent,1.4,93.918,-42.7,no
51,unknown,no,no,cellular,3,nonexistent,1.4,93.918,-42.7,no
57,unknown,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
28,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
44,no,yes,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
54,unknown,yes,yes,telephone,1,nonexistent,1.4,93.918,-42.7,no
44,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
38,unknown,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,no
69,no,yes,no,cellular,1,nonexistent,-3.4,92.431,-26.9,no
51,no,yes,no,telephone,3,nonexistent,1.4,93.918,-42.7,no
29,no,no,no,cellular,3,nonexistent,1.4,93.918,-42.7,no
33,no,yes,yes,cellular,2,nonexistent,-1.8,92.893,-46.2,no
34,no,yes,no,telephone,4,nonexistent,1.4,94.465,-41.8,no
39,unknown,yes,yes,telephone,1,nonexistent,1.1,93.994,-36.4,no
27,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
44,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,no
44,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
35,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
20,no,yes,no,cellular,1,nonexistent,-1.8,93.749,-34.6,no
51,unknown,yes,yes,cellular,1,nonexistent,1.4,93.444,-36.1,no
28,unknown,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
36,unknown,yes,no,cellular,3,nonexistent,1.4,93.444,-36.1,no
30,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
50,no,yes,no,cellular,1,failure,-0.1,93.2,-42,no
35,no,yes,no,telephone,3,nonexistent,1.4,94.465,-41.8,no
38,no,yes,no,cellular,1,nonexistent,-2.9,92.963,-40.8,no
32,no,no,yes,cellular,1,nonexistent,-1.7,94.215,-40.3,no
35,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
44,no,yes,no,cellular,3,success,-2.9,92.963,-40.8,no
40,no,no,no,cellular,3,nonexistent,1.4,93.444,-36.1,no
36,no,no,yes,telephone,5,nonexistent,-1.8,92.893,-46.2,no
36,no,no,no,cellular,1,nonexistent,-1.8,92.893,-46.2,no
31,no,yes,yes,cellular,2,nonexistent,1.4,93.444,-36.1,no
38,no,yes,no,cellular,5,nonexistent,-1.8,92.843,-50,no
49,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
21,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,no
32,no,no,yes,telephone,21,nonexistent,1.4,94.465,-41.8,no
33,no,yes,no,cellular,1,nonexistent,-2.9,92.963,-40.8,no
38,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
30,no,no,no,cellular,3,nonexistent,-1.8,92.893,-46.2,no
42,no,yes,no,telephone,11,nonexistent,1.4,93.444,-36.1,no
47,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,no
48,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
37,no,yes,no,telephone,2,nonexistent,1.4,94.465,-41.8,no
36,unknown,yes,no,cellular,1,failure,-1.8,92.893,-46.2,no
44,unknown,yes,yes,cellular,1,nonexistent,-1.8,93.075,-47.1,no
54,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,no
31,unknown,no,yes,cellular,1,nonexistent,1.4,93.918,-42.7,no
33,no,yes,no,telephone,4,nonexistent,1.1,93.994,-36.4,no
53,no,yes,no,telephone,6,nonexistent,1.4,93.918,-42.7,no
32,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
29,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,no
38,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,no
48,no,yes,no,cellular,1,nonexistent,-1.8,93.075,-47.1,no
60,no,no,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
32,no,yes,no,telephone,1,nonexistent,1.4,94.465,-41.8,no
36,no,yes,yes,cellular,3,nonexistent,1.4,93.444,-36.1,no
27,no,yes,no,cellular,1,nonexistent,-1.8,92.893,-46.2,no
56,no,yes,no,cellular,4,nonexistent,1.4,93.444,-36.1,no
39,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,no
48,no,yes,no,cellular,1,failure,-0.1,93.2,-42,no
32,no,no,yes,cellular,1,nonexistent,-0.1,93.2,-42,no
45,no,yes,no,cellular,1,failure,-2.9,92.963,-40.8,no
31,no,yes,yes,cellular,1,nonexistent,-0.1,93.2,-42,no
54,unknown,yes,yes,telephone,1,nonexistent,1.4,94.465,-41.8,no
36,no,no,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
39,no,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,no
36,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,no
45,unknown,no,no,telephone,3,nonexistent,1.1,93.994,-36.4,no
50,unknown,no,no,cellular,4,nonexistent,1.4,93.444,-36.1,no
40,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
32,unknown,yes,no,telephone,3,nonexistent,1.1,93.994,-36.4,no
34,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
47,no,yes,no,cellular,1,nonexistent,1.4,93.444,-36.1,no
33,no,yes,no,cellular,2,failure,-0.1,93.2,-42,no
44,no,yes,no,cellular,2,nonexistent,-1.8,93.075,-47.1,no
41,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,no
32,no,no,no,cellular,3,failure,-1.8,92.893,-46.2,no
48,no,yes,no,telephone,3,nonexistent,1.1,93.994,-36.4,no
54,unknown,yes,no,cellular,2,failure,-1.8,92.893,-46.2,no
46,no,yes,no,telephone,4,nonexistent,-1.8,92.893,-46.2,no
41,no,yes,no,telephone,2,nonexistent,1.1,93.994,-36.4,no
38,no,no,no,telephone,3,nonexistent,1.4,94.465,-41.8,no
47,no,yes,no,telephone,5,nonexistent,1.1,93.994,-36.4,no
25,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
48,no,yes,no,cellular,3,nonexistent,-1.8,93.075,-47.1,no
39,unknown,yes,no,telephone,3,nonexistent,1.4,94.465,-41.8,no
35,no,yes,no,telephone,7,nonexistent,1.1,93.994,-36.4,no
48,unknown,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
37,no,yes,no,cellular,3,failure,-1.8,93.075,-47.1,no
55,no,no,yes,telephone,1,nonexistent,1.1,93.994,-36.4,no
58,no,yes,no,cellular,1,failure,-3.4,92.431,-26.9,no
35,no,no,no,telephone,2,nonexistent,1.4,94.465,-41.8,no
30,no,yes,yes,telephone,3,nonexistent,1.1,93.994,-36.4,no
41,no,yes,no,cellular,1,failure,-0.1,93.2,-42,no
42,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,no
25,no,yes,no,cellular,4,nonexistent,1.4,93.918,-42.7,no
52,no,yes,no,cellular,2,failure,-0.1,93.2,-42,no
41,no,no,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
33,no,no,no,cellular,1,nonexistent,1.4,93.918,-42.7,no
37,no,yes,no,telephone,8,nonexistent,1.4,94.465,-41.8,no
49,no,yes,no,cellular,1,nonexistent,-0.1,93.2,-42,no
47,no,yes,no,telephone,1,nonexistent,1.1,93.994,-36.4,no
32,no,no,no,cellular,2,nonexistent,-1.8,93.075,-47.1,no
44,no,yes,no,cellular,11,nonexistent,1.4,93.918,-42.7,no
49,no,no,no,cellular,3,nonexistent,1.4,93.444,-36.1,no
31,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,no
43,no,no,no,cellular,3,nonexistent,-0.1,93.2,-42,no
28,no,yes,no,cellular,2,nonexistent,1.4,93.918,-42.7,no
39,no,yes,no,cellular,1,failure,-1.8,92.893,-46.2,no
29,no,yes,yes,cellular,1,nonexistent,-0.1,93.2,-42,no
45,no,yes,no,cellular,2,nonexistent,-1.8,92.893,-46.2,no
55,no,yes,yes,telephone,2,nonexistent,1.4,94.465,-41.8,no
49,unknown,no,no,cellular,3,nonexistent,1.4,93.918,-42.7,no
30,no,yes,no,telephone,2,nonexistent,-3.4,92.431,-26.9,no
40,no,no,yes,telephone,2,nonexistent,1.1,93.994,-36.4,no
49,no,yes,no,cellular,2,nonexistent,1.4,93.444,-36.1,no
31,no,yes,yes,telephone,1,nonexistent,1.1,93.994,-36.4,no
29,no,yes,yes,cellular,1,failure,-1.8,92.893,-46.2,no
45,no,yes,no,telephone,8,nonexistent,1.4,94.465,-41.8,no
31,no,yes,no,cellular,2,nonexistent,-2.9,92.201,-31.4,no
34,no,no,no,cellular,2,nonexistent,1.4,93.918,-42.7,no
