Age,Experience,Income,Family,AvgAmt,Education,Subscriber
38,14,102,2,1.9,Bachelor,No
56,30,45,4,0.7,Master,No
56,31,82,4,1.3,PhD,No
52,28,81,3,1.8,Master,No
64,39,35,1,1.5,Master,No
53,28,59,2,1.9,Master,No
29,3,52,3,1.1,Master,No
48,24,84,3,0.7,Bachelor,No
32,6,85,1,2.7,Master,No
54,28,65,1,0.2,Bachelor,No
37,13,89,2,1.7,Master,No
47,21,109,4,1.8,Bachelor,Yes
37,12,81,1,2.8,Bachelor,No
64,39,38,1,1.1,PhD,No
43,19,72,2,1.7,Bachelor,No
33,6,78,4,2,Master,No
26,2,172,2,6.9,Master,Yes
42,18,71,3,2.33,Bachelor,No
54,28,165,1,4.1,PhD,Yes
41,16,120,2,3.9,Bachelor,No
55,29,39,1,0.2,Bachelor,No
65,39,23,3,0.7,Master,No
50,26,135,2,4.6,PhD,Yes
55,31,12,2,0.2,Bachelor,No
62,36,92,2,0.7,Master,No
53,28,192,2,6.4,PhD,Yes
32,7,42,4,0.8,Bachelor,No
56,32,158,3,3.7,PhD,Yes
54,30,194,3,6,PhD,Yes
44,20,160,2,7.6,Bachelor,No
48,22,98,2,6.3,Bachelor,No
46,22,164,2,7.6,Bachelor,No
45,21,42,2,2.5,Bachelor,No
45,15,202,3,10,PhD,Yes
58,34,10,4,0.7,Bachelor,No
29,3,31,4,0.3,Master,No
55,30,58,4,0.9,Bachelor,No
55,29,65,4,2.8,Master,No
41,16,98,1,4,PhD,No
24,2,150,2,2,Bachelor,No
54,29,44,2,2.3,PhD,No
57,32,15,2,0.2,PhD,No
30,6,82,2,2.5,Bachelor,No
42,17,61,3,0.5,PhD,No
29,2,38,1,2,Master,No
29,3,39,4,2.1,PhD,No
31,7,173,1,6,Bachelor,No
47,23,8,4,0.2,Bachelor,No
36,12,51,3,2,Bachelor,No
52,27,62,4,1.8,PhD,No
54,28,34,4,0.7,Master,No
55,29,132,3,5.9,Master,Yes
53,27,44,4,1.5,PhD,No
52,27,162,1,8.1,Bachelor,No
64,39,64,3,2.2,Bachelor,No
54,29,111,1,0.1,PhD,No
32,6,41,2,2,PhD,No
63,33,52,4,1.67,PhD,No
36,10,65,4,2.2,Master,No
50,25,130,1,1.1,Master,Yes
33,8,45,2,0.1,Bachelor,No
62,38,35,1,1.9,Master,No
49,23,65,3,0.7,Master,No
41,15,38,2,0.7,Bachelor,No
51,27,42,4,1.1,Master,No
56,30,45,4,1.5,PhD,No
51,25,145,1,0.3,Bachelor,No
39,13,33,4,1.5,PhD,No
61,35,60,3,1.4,PhD,No
35,9,45,1,2,Bachelor,No
39,15,72,4,2.4,Bachelor,No
37,11,34,3,0.2,Master,No
48,21,23,3,0.67,Master,No
63,37,45,2,1,PhD,No
35,9,28,4,1,Bachelor,No
55,30,81,4,3.8,Master,No
29,5,72,3,0.7,Master,No
61,31,49,4,1.67,PhD,No
36,10,31,4,1.2,Master,No
61,35,63,3,2.2,PhD,No
36,12,150,4,5.4,Bachelor,Yes
58,33,142,2,3.9,Bachelor,No
42,17,74,3,3,Bachelor,No
30,4,24,1,0.4,Master,No
45,20,29,4,1.9,PhD,No
39,15,79,4,2.4,Bachelor,No
27,3,94,2,0.2,Bachelor,No
57,33,121,1,4.3,Bachelor,No
34,10,54,3,2,Bachelor,No
64,39,73,3,2.4,Bachelor,No
47,23,71,1,0.8,PhD,No
44,17,29,3,1,Master,No
51,27,93,1,2.7,Bachelor,No
40,14,73,1,1.5,PhD,No
57,32,19,4,0.9,Master,No
33,8,58,2,0.1,Bachelor,No
46,20,39,1,0.2,Bachelor,No
41,16,23,2,1.4,Master,No
33,7,29,1,0.6,PhD,No
27,2,155,1,0.8,Bachelor,No
52,28,90,1,2.6,Master,No
59,33,113,2,2,Bachelor,No
62,38,42,1,1.8,PhD,No
49,25,30,4,0.2,Bachelor,No
45,19,19,3,0.5,Master,No
63,37,124,3,5,Master,Yes
57,31,30,2,0.7,Master,No
60,30,28,1,1.5,PhD,No
50,23,15,2,1,Master,No
54,30,70,1,1.6,PhD,No
28,2,10,1,0.1,Master,No
60,34,22,3,0.3,PhD,No
44,20,70,4,1.9,Bachelor,No
61,35,61,1,1.6,Bachelor,No
40,15,161,2,3.3,Bachelor,No
54,30,29,2,0.8,Bachelor,No
43,19,35,3,0.5,Bachelor,No
54,28,48,4,2.8,Master,No
32,7,44,4,0.8,Bachelor,No
24,0,88,3,0.8,Bachelor,No
30,4,40,4,2.1,PhD,No
61,36,21,4,0.4,Master,No
40,14,58,2,2.8,Bachelor,No
35,11,59,4,0.1,Master,No
33,3,74,4,4,PhD,No
63,37,84,4,1.9,Master,No
57,31,58,1,0.2,Bachelor,No
44,19,154,2,8.8,Bachelor,No
51,25,185,1,1.7,Bachelor,No
51,26,78,1,1.2,Bachelor,No
38,13,55,2,1.1,Master,No
31,5,30,4,0.3,Master,No
54,29,74,3,2,Master,No
41,16,118,2,3.3,Bachelor,No
57,33,182,2,3.3,PhD,Yes
24,2,82,2,1.6,PhD,No
55,29,29,4,1.5,PhD,No
32,6,120,4,5.4,Bachelor,Yes
38,12,53,2,2.4,Master,No
58,32,43,3,1.4,Bachelor,No
29,4,59,4,2.2,Bachelor,No
43,17,84,4,2.6,PhD,No
50,24,161,3,3.4,Bachelor,Yes
62,37,21,4,0.4,Master,No
57,32,63,4,0.7,Bachelor,No
30,3,172,3,3.4,Master,Yes
30,4,51,4,0.2,Bachelor,No
57,33,24,4,0.7,Bachelor,No
57,33,95,2,1.6,Bachelor,No
43,18,59,1,2.4,Bachelor,No
28,2,51,4,1.8,Master,No
46,22,28,1,1,Bachelor,No
29,3,154,2,2,Bachelor,No
64,40,15,2,0.3,PhD,No
66,36,55,4,1.67,PhD,No
23,1,149,1,6.33,Bachelor,No
60,36,79,1,1.8,PhD,No
47,21,68,4,2.6,PhD,No
35,10,78,1,2.6,Master,No
57,32,34,2,2,Master,No
65,41,195,3,0.4,Bachelor,Yes
53,28,184,1,8.1,Bachelor,No
44,20,85,2,3.2,Bachelor,No
45,20,200,2,8.8,Bachelor,No
41,16,64,3,0.5,PhD,No
51,27,88,1,2.6,Master,No
27,1,42,3,2.4,Master,No
31,5,91,3,1.6,Bachelor,No
32,6,38,1,0.3,Bachelor,No
55,30,28,1,1.5,Master,No
55,30,32,4,0.1,PhD,No
42,18,31,1,0.3,PhD,No
33,9,22,4,0.4,Master,No
65,40,95,3,3.7,Master,Yes
35,10,74,4,1.3,Bachelor,No
55,30,22,1,1.5,Master,No
28,4,43,3,0.1,Master,No
27,3,43,1,1,PhD,No
51,27,112,3,1.8,Master,No
50,23,9,2,1,Master,No
58,33,81,2,0,PhD,No
46,20,131,1,5.7,Bachelor,No
62,32,19,1,1.5,PhD,No
38,13,62,3,0.7,Master,No
62,37,19,4,0.4,Master,No
56,32,8,2,0.3,Bachelor,No
61,36,193,1,4.7,PhD,Yes
38,13,129,4,4.4,Bachelor,Yes
55,29,30,4,0.7,Master,No
30,4,80,4,1.8,Master,No
41,15,22,4,1.5,PhD,No
57,32,33,1,1.5,Master,No
36,11,64,4,2.1,PhD,No
55,29,60,3,2.2,PhD,No
30,4,81,1,2.9,PhD,No
40,16,45,3,0.6,Master,No
32,6,112,4,1.8,Master,No
59,34,83,2,3.4,PhD,Yes
44,20,180,2,7.6,Bachelor,No
51,26,28,4,0.2,Master,No
37,12,169,2,5.2,PhD,Yes
59,35,14,4,0.7,Bachelor,No
37,11,43,1,2,Bachelor,No
56,32,88,2,0.3,Bachelor,No
55,29,78,4,2.6,PhD,No
49,24,68,1,0.2,Master,No
46,22,144,2,3.3,Bachelor,No
35,9,30,4,1,Bachelor,No
47,21,120,1,0,Bachelor,No
39,14,24,2,0.3,Master,No
27,1,78,4,2.3,PhD,No
62,36,135,2,5.2,Master,Yes
57,32,44,2,1.6,PhD,No
55,30,73,4,3.8,Master,No
55,31,90,1,2.7,Master,No
41,15,58,3,0.5,PhD,No
57,32,75,2,3.7,Bachelor,No
43,19,174,3,1.7,PhD,Yes
40,16,50,2,1.7,Bachelor,No
43,18,85,1,4,PhD,No
63,38,54,3,2.2,Bachelor,No
63,38,83,2,3.4,Bachelor,Yes
54,30,24,4,0.2,Bachelor,No
54,30,45,4,1.1,Master,No
52,26,68,1,0.8,PhD,No
50,26,48,4,0.1,PhD,No
38,13,114,1,1,PhD,No
36,12,142,3,2.3,Master,Yes
58,33,52,3,0.5,Master,No
46,22,142,2,3.3,Bachelor,No
50,25,15,1,0.4,PhD,No
46,22,118,1,4.7,Bachelor,No
53,27,101,4,4.9,Bachelor,No
62,36,84,2,2.8,Bachelor,No
63,39,32,1,1.9,Master,No
42,16,64,3,0.5,PhD,No
34,10,81,4,3.4,Bachelor,No
40,14,28,4,1.5,PhD,No
34,9,93,1,0,Bachelor,No
41,15,185,1,3.6,Master,Yes
32,8,42,1,1.8,Master,No
28,3,45,2,1.6,PhD,No
33,6,49,2,1.67,Master,No
46,20,69,3,2.1,Bachelor,No
52,27,94,1,2.8,Master,No
60,35,18,1,1.5,Master,No
59,35,8,4,0.7,Bachelor,No
57,32,55,4,2.1,Bachelor,No
46,20,85,2,0.4,PhD,No
25,1,62,4,0,Bachelor,No
53,23,65,4,2,PhD,No
38,12,138,2,0,Bachelor,No
63,38,103,1,2.5,Bachelor,No
44,19,99,3,3.5,PhD,Yes
50,24,152,1,7.3,Bachelor,No
28,3,25,2,0.9,PhD,No
27,3,98,2,2.5,Bachelor,No
52,27,39,2,0.7,Master,No
50,25,40,1,1.3,Master,No
39,13,58,3,2.1,Bachelor,No
50,26,192,2,1.8,PhD,Yes
60,34,62,1,0.8,Master,No
30,5,69,1,0.8,Master,No
31,5,40,4,1.3,PhD,No
39,15,61,2,0.6,PhD,No
29,3,30,4,0.3,Master,No
54,29,29,1,1.5,Master,No
35,8,41,2,1,Master,No
27,3,118,1,3.3,Master,Yes
45,20,109,1,7,Bachelor,No
58,33,122,4,0.2,Master,Yes
62,37,50,3,1.5,Bachelor,No
28,4,43,3,0.1,Master,No
32,7,108,1,4.6,Bachelor,No
29,4,110,4,2.5,PhD,Yes
41,17,20,1,1.4,PhD,No
61,35,112,4,1.7,PhD,No
56,32,25,1,0.1,Master,No
37,12,42,3,0.7,Master,No
60,34,29,2,0.3,Bachelor,No
49,23,84,3,2.1,Bachelor,No
43,17,81,4,2.6,PhD,No
53,28,55,4,0.9,Bachelor,No
35,11,40,1,2.4,Master,No
56,30,145,4,5.7,Master,Yes
41,16,175,2,1.1,PhD,Yes
36,6,78,4,1.8,PhD,No
56,32,51,4,1.5,Bachelor,No
64,34,50,4,1.67,PhD,No
51,27,21,3,0.4,Bachelor,No
49,24,79,1,0.2,Master,No
43,18,84,1,4,PhD,No
51,26,34,4,0.4,Master,No
55,31,73,4,1.6,Master,No
62,37,90,3,0.5,Bachelor,No
35,10,23,4,0.2,PhD,No
53,27,145,2,6.1,PhD,Yes
33,7,54,4,0.2,Bachelor,No
43,17,49,3,2.2,Master,No
58,32,51,1,2.8,Master,No
63,38,8,4,0.6,Master,No
31,6,62,1,1,Bachelor,No
36,6,25,1,0.67,PhD,No
30,0,63,2,1.75,PhD,No
59,34,24,2,0.2,PhD,No
28,2,11,1,0.1,Master,No
59,34,23,1,0.1,Bachelor,No
47,22,33,1,1.4,PhD,No
47,21,83,1,3.8,Bachelor,Yes
56,30,39,3,1.4,Bachelor,No
41,17,138,3,6.9,Master,Yes
25,1,113,3,2.5,Bachelor,No
30,5,125,4,0.5,PhD,Yes
50,24,195,1,1.7,Bachelor,No
34,9,105,3,1.2,PhD,No
44,18,75,2,3.5,Bachelor,Yes
36,9,40,2,1,Master,No
39,14,61,3,0.5,PhD,No
54,24,75,2,4.5,PhD,No
33,8,122,1,0,Bachelor,No
39,14,75,3,3,Bachelor,No
41,15,59,4,0.2,PhD,No
40,13,24,3,1,Master,No
29,3,175,3,3.3,PhD,Yes
51,27,39,2,0.8,Bachelor,No
54,30,145,2,6.8,Bachelor,No
47,22,24,4,0.4,Master,No
53,28,20,3,0.1,Master,No
30,5,85,1,2.6,Master,No
28,3,65,3,2.6,PhD,No
60,35,191,4,5.6,PhD,Yes
51,26,11,2,0,Bachelor,No
63,37,40,2,1,PhD,No
38,13,54,3,0.7,Master,No
59,35,95,1,3.8,Bachelor,No
53,29,94,4,1,Master,No
31,5,79,4,2.2,Master,No
41,17,48,3,0.3,PhD,No
25,1,70,4,2.6,Bachelor,No
27,3,40,3,0.1,Master,No
50,24,44,4,1.8,Bachelor,No
50,25,43,1,1.4,PhD,No
43,18,29,1,0.3,PhD,No
50,24,188,3,1.3,Bachelor,Yes
46,20,114,1,0,Bachelor,No
30,6,52,3,0.7,Master,No
42,16,13,1,0.2,Bachelor,No
42,17,95,3,0.5,PhD,No
29,3,84,1,2.9,PhD,No
38,14,49,1,1.8,Bachelor,No
51,25,181,1,1.7,Bachelor,No
35,10,182,1,0.3,Master,Yes
37,13,70,2,2.7,Bachelor,No
47,21,79,3,1.1,Bachelor,No
55,29,61,4,2.8,Master,No
65,41,121,2,2.1,Bachelor,No
58,33,34,3,0.2,Bachelor,No
54,28,183,1,1,Bachelor,No
52,28,51,1,1.6,PhD,No
28,2,70,3,0.3,PhD,No
32,8,39,1,1.7,Bachelor,No
51,24,84,3,2,Master,No
43,18,122,1,7,Bachelor,No
42,18,145,1,1.7,Bachelor,No
42,17,98,2,0.4,Bachelor,No
41,16,79,1,1,PhD,No
34,8,38,2,2,PhD,No
30,6,49,3,0.7,Master,No
32,7,38,1,1,Bachelor,No
46,20,91,4,2.6,PhD,No
38,12,29,4,0.2,Bachelor,No
37,13,172,2,6.5,Bachelor,No
32,8,104,2,3.7,Bachelor,Yes
35,9,58,1,2.5,Bachelor,No
30,5,171,2,1.9,Master,Yes
30,4,73,3,3.3,Bachelor,Yes
58,32,191,1,2.9,Bachelor,No
57,27,90,2,4.5,PhD,No
34,9,55,3,2.3,Bachelor,No
31,4,28,1,2,Master,No
39,14,42,1,2.5,PhD,No
57,33,9,1,0.1,Master,No
47,21,65,1,1.5,Master,No
51,26,134,4,4.5,PhD,Yes
30,6,83,4,3.4,Bachelor,No
55,28,38,3,1,Master,No
32,6,13,4,0.3,Bachelor,No
32,7,143,3,2.9,PhD,Yes
44,20,75,4,1.9,Bachelor,No
33,7,120,1,3.2,PhD,Yes
49,24,91,1,2.8,Master,No
32,6,99,2,1.5,PhD,No
31,7,71,1,0.1,Bachelor,No
37,13,111,1,0.8,Master,No
41,15,108,1,5.2,Bachelor,No
56,32,158,1,7.4,Bachelor,No
55,31,81,3,2.67,Bachelor,No
49,23,12,2,0.1,PhD,No
63,37,21,2,0.4,Bachelor,No
55,30,55,4,0.9,Bachelor,No
59,35,42,1,1.8,PhD,No
41,16,81,2,0.4,Bachelor,No
49,25,13,4,0.2,Bachelor,No
48,23,132,1,0.6,Bachelor,No
41,16,99,1,1,PhD,No
50,26,23,4,0.2,Bachelor,No
28,1,40,1,2,Master,No
36,11,181,3,1.4,Bachelor,Yes
38,14,112,2,2.2,Bachelor,No
34,9,138,2,7.8,Bachelor,No
41,17,94,3,3.8,Master,Yes
43,19,113,1,1.7,Bachelor,No
30,5,112,4,5,Master,Yes
37,12,190,2,3,Bachelor,No
62,37,38,1,1.1,PhD,No
40,16,32,1,1.4,PhD,No
35,10,104,3,0.6,Master,No
64,40,43,1,1.9,Master,No
49,24,45,3,1.7,Master,No
24,1,35,2,1.7,Master,No
36,10,42,4,1.2,Master,No
29,4,58,1,0.8,Master,No
29,3,103,4,3.4,Bachelor,Yes
28,3,71,1,3.3,Master,Yes
33,7,14,1,0.4,Master,No
36,11,98,3,1.2,PhD,No
42,17,90,1,0.1,Master,No
25,0,65,4,0.2,Bachelor,No
28,2,19,4,0.4,Bachelor,No
50,25,35,3,1.7,Master,No
34,9,71,4,1.3,Bachelor,No
43,19,31,3,0.5,Bachelor,No
62,38,43,4,1.2,Master,No
61,36,24,1,1.5,Master,No
45,19,58,2,0.4,PhD,No
42,17,115,2,0.4,Bachelor,No
39,15,168,2,8,Bachelor,No
29,5,128,1,1.5,Bachelor,No
45,20,138,1,7,Bachelor,No
58,32,81,3,1.7,Master,No
29,3,41,4,1.3,PhD,No
32,7,123,2,2.9,Master,Yes
37,13,71,2,2.7,Bachelor,No
48,23,8,1,0.4,PhD,No
40,14,42,2,0.7,Bachelor,No
29,4,62,2,2.5,Bachelor,No
36,12,22,4,1,Bachelor,No
35,8,38,4,1,Master,No
35,11,24,4,0.4,Master,No
62,37,50,3,2.4,Bachelor,No
26,1,190,4,1.3,Master,Yes
32,7,94,2,3.1,Bachelor,No
63,37,165,4,5.1,PhD,Yes
38,12,43,4,1.2,Master,No
50,26,48,1,1.6,Master,No
46,21,52,3,2.7,Master,No
50,24,84,4,4.9,Bachelor,No
61,36,131,1,0.9,Bachelor,No
34,8,44,4,0.2,Bachelor,No
27,2,78,4,0.2,Bachelor,No
61,36,15,4,0.4,Master,No
45,20,38,4,1.9,PhD,No
50,25,84,1,1.3,PhD,No
44,20,122,1,0.3,Bachelor,No
62,36,98,2,2.8,Bachelor,No
45,18,80,3,2.67,Master,No
41,17,165,2,8,Bachelor,No
30,5,121,2,3.3,Bachelor,No
61,37,20,3,0.4,Master,No
45,19,11,1,0.2,Bachelor,No
59,35,45,1,1.8,PhD,No
30,6,118,2,2.8,Master,Yes
60,36,14,2,0.3,Bachelor,No
39,13,30,3,0.2,Master,No
56,30,45,1,0.2,Bachelor,No
56,32,80,3,2.67,Bachelor,No
27,1,25,4,0.3,Master,No
66,41,144,1,2.5,Bachelor,No
43,19,84,4,0.2,PhD,No
53,29,22,2,0.4,Bachelor,No
44,18,33,3,1.5,Bachelor,No
54,28,60,4,2.6,PhD,No
31,6,81,4,2.2,Master,No
38,13,169,1,6.8,PhD,Yes
28,2,63,2,1.6,PhD,No
51,26,12,2,0.7,PhD,No
52,27,15,4,0.8,Bachelor,No
64,38,39,1,0.5,PhD,No
29,4,44,4,2,Master,No
34,10,110,1,4,Bachelor,No
33,8,130,3,6.3,Master,Yes
46,21,41,1,1.4,PhD,No
48,22,59,1,1.4,PhD,No
52,28,39,2,0.8,Bachelor,No
44,19,35,4,0,Master,No
51,27,80,1,2.6,Master,No
47,20,81,1,2.67,Master,No
39,13,31,2,0.8,PhD,No
42,17,93,4,1.9,PhD,No
57,33,45,4,1.5,Bachelor,No
36,12,40,2,0.6,PhD,No
27,1,80,2,1.6,PhD,No
31,7,20,1,0.4,PhD,No
63,37,41,1,0.5,PhD,No
34,8,31,1,0.3,Bachelor,No
52,27,35,4,0.2,Master,No
57,31,40,3,1.4,PhD,No
63,39,84,1,1.8,PhD,No
26,1,53,2,1.6,PhD,No
35,5,85,4,4,PhD,No
58,33,138,2,3.9,Bachelor,No
32,2,71,2,1.75,PhD,No
64,39,113,1,0.8,PhD,No
50,23,23,2,1,Master,No
34,9,62,3,2.3,Bachelor,No
36,11,14,4,0.2,PhD,No
43,18,60,2,2.2,PhD,No
28,4,94,3,0.8,Bachelor,No
64,39,83,3,1.8,Master,No
60,35,130,3,6.3,PhD,Yes
62,37,61,4,1.7,Bachelor,No
27,2,92,2,3.1,Bachelor,No
42,16,20,2,0.8,PhD,No
45,20,194,2,8.8,Bachelor,No
36,10,74,1,2.5,Bachelor,No
48,22,84,2,0.4,PhD,No
65,40,98,3,1.8,Master,No
39,15,52,3,2.33,Bachelor,No
51,26,55,1,1.3,Master,No
30,6,64,4,3.4,Bachelor,No
65,40,128,1,2.5,Bachelor,No
38,13,113,4,1.7,Master,Yes
29,3,50,3,1.1,Master,No
42,18,54,4,2.2,Master,No
63,38,129,1,0.9,Bachelor,No
46,21,82,4,0.4,Bachelor,No
62,38,100,4,1.7,Master,No
58,34,44,4,2.2,Bachelor,No
56,30,164,4,0.5,Master,Yes
56,31,81,2,3.7,Bachelor,No
34,10,71,1,0.1,Bachelor,No
42,17,28,1,0.5,PhD,No
30,6,80,3,1.5,Bachelor,No
61,35,90,4,1.9,Master,No
38,14,74,1,3.6,Master,No
50,25,14,2,0.7,PhD,No
61,36,23,2,0.5,Master,No
41,17,153,1,1.7,Bachelor,No
42,16,38,3,0.9,PhD,No
29,5,112,2,2,Master,No
51,26,145,1,8.1,Bachelor,No
32,6,28,2,0.3,Master,No
34,9,31,4,1.1,PhD,No
26,2,195,1,6.33,Bachelor,No
54,24,50,3,2,PhD,No
38,14,71,4,2,PhD,No
62,36,21,3,0.3,PhD,No
37,11,35,2,0.8,PhD,No
46,21,42,1,2.4,Bachelor,No
52,27,78,4,3.6,PhD,No
32,6,73,4,2.2,Master,No
49,25,53,2,1,PhD,No
28,3,51,2,1.6,PhD,No
55,30,40,2,2.3,PhD,No
52,26,178,1,1,Bachelor,No
32,6,35,2,0.3,Bachelor,No
31,7,192,1,0,Master,Yes
27,3,123,1,5.4,Bachelor,No
32,5,48,2,1.67,Master,No
52,26,45,3,0.6,Master,No
52,28,15,1,0.2,Bachelor,No
50,24,79,1,0.3,Bachelor,No
32,5,63,4,2,Master,No
61,35,30,2,0.2,PhD,No
60,36,145,4,6.9,Bachelor,Yes
28,4,32,3,1,Master,No
34,9,64,2,0.1,Bachelor,No
31,7,84,1,0.1,Bachelor,No
31,5,21,1,0.4,Master,No
62,38,99,4,1.7,Master,No
47,22,35,2,1.3,Bachelor,No
50,24,180,1,1.7,Bachelor,No
36,12,42,1,1.33,Bachelor,No
26,0,179,4,2.1,Master,Yes
51,27,42,4,0.1,PhD,No
52,25,180,2,9,Master,Yes
35,11,82,4,3.4,Bachelor,No
42,16,55,2,0.7,Bachelor,No
36,12,79,2,2.2,Bachelor,No
41,17,48,2,0.6,PhD,No
49,25,93,1,2.7,Bachelor,No
57,32,23,2,0.2,PhD,No
44,20,50,3,2.33,Bachelor,No
60,34,85,2,2,Bachelor,No
38,14,35,1,1.5,Master,No
26,2,171,3,6,Master,Yes
29,2,29,4,1.5,Master,No
59,35,84,1,1.8,PhD,No
51,27,20,4,0.5,Master,No
50,25,14,1,0.4,PhD,No
35,10,179,1,8.6,Bachelor,No
61,37,48,1,0.8,Bachelor,No
42,16,74,1,2.8,Bachelor,No
55,29,53,1,1.4,Bachelor,No
50,25,83,1,2.8,Master,No
64,40,171,2,2.1,Bachelor,No
54,28,85,4,4.9,Bachelor,No
50,26,38,4,0.9,Master,No
31,5,85,3,1.6,Bachelor,No
32,8,79,1,0.1,Bachelor,No
44,19,69,4,0.4,Bachelor,No
60,35,43,3,0.9,PhD,No
60,34,33,2,0.3,Bachelor,No
62,38,42,3,0.1,PhD,No
46,21,40,4,1.9,PhD,No
57,33,43,1,1.8,PhD,No
30,5,20,4,0.5,PhD,No
58,32,65,3,2.5,Bachelor,No
39,13,139,3,3.4,Bachelor,Yes
60,35,135,3,0.3,PhD,Yes
59,34,84,3,1.6,PhD,No
50,26,179,1,2.9,PhD,Yes
63,39,45,4,1.3,Master,No
27,3,109,2,2.5,Bachelor,No
54,29,34,4,0.1,PhD,No
62,37,162,1,1.3,Bachelor,No
60,34,105,2,1.4,Bachelor,No
38,12,22,3,0.2,Master,No
34,8,82,2,1.8,Bachelor,No
65,41,105,4,1.7,Master,No
55,31,62,1,1.8,PhD,No
57,31,82,2,2,Bachelor,No
27,3,72,4,0,Bachelor,No
35,10,38,4,1.7,Bachelor,No
52,28,25,4,1,Bachelor,No
45,15,20,1,0.75,PhD,No
29,3,80,4,1.8,Master,No
44,18,84,3,1.1,Bachelor,No
47,23,33,1,1,Bachelor,No
62,37,55,3,0.9,PhD,No
52,27,33,2,0.7,Master,No
47,23,190,4,0.3,PhD,Yes
42,18,43,1,0.3,PhD,No
65,41,45,3,0.1,PhD,No
42,18,141,1,3.5,Bachelor,No
40,16,69,4,2.4,Bachelor,No
32,8,78,4,0.1,Master,No
40,15,84,1,3.7,PhD,No
55,29,172,1,5.2,Master,Yes
32,6,51,4,0.2,Bachelor,No
58,28,75,1,1.4,PhD,No
46,22,183,1,3.1,Master,Yes
53,23,20,4,0.4,PhD,No
63,39,101,2,3.9,PhD,Yes
40,14,129,1,5.9,PhD,Yes
41,17,63,2,3.2,Bachelor,No
60,35,44,4,2.1,Bachelor,No
65,39,184,1,5.4,PhD,Yes
59,33,100,2,2,Bachelor,No
48,24,12,3,0.4,Bachelor,No
59,33,68,2,2.3,PhD,No
33,8,48,1,1,Bachelor,No
40,15,82,2,0.4,Bachelor,No
42,18,52,2,2.5,Bachelor,No
65,41,154,2,4.6,Master,Yes
30,4,39,1,1.5,Bachelor,No
30,4,40,1,0.3,Bachelor,No
42,17,54,4,1.9,PhD,No
32,8,32,2,1,Master,No
55,30,64,2,2.3,PhD,No
29,3,92,2,1.3,Bachelor,No
64,38,40,1,2.5,PhD,No
37,11,60,3,0.5,PhD,No
31,5,85,2,1.3,Bachelor,No
25,1,21,4,0.4,Bachelor,No
31,5,35,1,0.6,PhD,No
32,7,52,2,0.1,Bachelor,No
58,34,128,1,7.4,Bachelor,No
26,2,195,1,6.33,Bachelor,No
51,25,68,2,1.5,Master,No
65,41,55,2,1.1,Bachelor,No
43,17,55,1,0.2,Bachelor,No
46,21,80,4,0.4,Bachelor,No
28,3,123,1,0.8,Bachelor,No
63,37,90,4,1.9,Master,No
59,29,61,1,1.4,PhD,No
42,15,41,3,2.5,Master,No
58,33,43,2,1.6,PhD,No
39,13,71,3,0.1,Bachelor,No
36,12,25,4,1,Bachelor,No
60,33,154,1,3,Master,Yes
47,21,141,1,2.4,Bachelor,No
29,4,22,2,0.9,PhD,No
52,28,145,2,6.8,Bachelor,No
41,16,49,3,0.5,PhD,No
63,37,109,1,2,Bachelor,No
59,34,80,3,0.5,Bachelor,No
44,20,82,4,1.4,Master,No
54,28,52,4,2.5,Bachelor,No
29,5,85,3,2.5,Bachelor,No
51,25,148,1,1,Bachelor,No
63,39,160,2,2.1,Bachelor,No
36,11,39,4,1.7,Bachelor,No
42,16,25,2,0.8,PhD,No
51,25,33,1,1.4,PhD,No
47,20,38,3,2.5,Master,No
40,16,85,4,0.2,PhD,No
54,28,48,1,0.2,Bachelor,No
47,21,15,4,0.6,PhD,No
35,10,94,1,0,Bachelor,No
28,4,120,2,0.6,Bachelor,No
45,19,60,1,0.7,PhD,No
33,9,145,2,4.33,Bachelor,No
62,36,29,2,0.7,PhD,No
45,18,78,3,2.67,Master,No
59,35,59,4,1.2,Master,No
58,28,80,2,4.5,PhD,No
52,26,180,1,1,Bachelor,No
34,8,8,3,0.1,Master,No
65,35,23,1,1.5,PhD,No
48,23,79,2,3.8,PhD,No
44,19,78,2,3.8,PhD,No
61,37,64,1,0,Master,No
40,14,64,4,0.2,PhD,No
65,39,160,4,3.8,Bachelor,Yes
28,4,43,1,1,PhD,No
67,42,32,1,1.1,PhD,No
35,9,179,2,0,Bachelor,No
60,35,8,1,0.1,Bachelor,No
58,32,63,1,1.6,Bachelor,No
55,30,40,2,2.3,PhD,No
34,9,99,4,2.2,Master,No
35,9,141,2,4.5,Master,Yes
28,4,159,1,1.5,Bachelor,No
38,12,39,2,0.3,Bachelor,No
62,38,99,4,1.7,Master,No
30,4,18,4,0.3,Master,No
38,12,38,2,0.3,Bachelor,No
33,8,133,1,0,Bachelor,No
58,34,84,2,2.8,Bachelor,No
59,35,60,1,0,Master,No
52,28,178,3,5.4,PhD,Yes
36,12,18,1,0.5,PhD,No
45,21,73,1,0.8,PhD,No
49,23,125,1,7.3,Bachelor,No
52,26,91,1,4.3,Master,Yes
54,28,74,2,1.1,Bachelor,No
30,4,35,2,0.3,Master,No
65,39,113,1,2,Bachelor,No
34,8,52,4,2.2,Master,No
30,6,191,2,4.4,Master,Yes
51,25,18,1,0.3,PhD,No
52,27,25,2,0,Bachelor,No
43,18,50,4,1.9,PhD,No
